group,variable,value
A,v2,0
A,v1,1
A,v3,0
A,v4,0
A,v5,4
A,v7,0
A,v9,0
A,v10,0
A,v8,1
B,v2,3
B,v1,1
B,v4,2
B,v5,2
B,v6,7
B,v3,2
B,v7,3
B,v9,1
B,v10,7
B,v8,2
C,v1,1
C,v4,1
C,v3,0
C,v5,12
C,v2,0
C,v7,2
C,v8,4
C,v6,6
C,v9,4
C,v10,1
D,v2,3
A,v6,1
D,v1,4
D,v5,3
D,v6,10
D,v7,6
D,v8,1
D,v10,2
D,v3,5
E,v2,2
D,v4,3
E,v4,1
E,v3,1
D,v9,0
E,v1,8
E,v7,0
E,v8,0
E,v6,1
E,v10,1
E,v9,1
F,v2,0
F,v3,3
F,v5,0
F,v1,0
F,v4,1
F,v7,1
F,v8,0
F,v9,1
F,v10,1
F,v6,0
E,v5,1
G,v2,3
G,v5,0
G,v4,1
G,v3,1
G,v1,0
G,v8,2
G,v9,3
G,v10,0
G,v7,1
H,v2,2
H,v3,1
G,v6,3
H,v5,2
H,v6,3
H,v4,0
H,v1,0
H,v9,2
H,v8,1
H,v10,0
I,v1,1
I,v3,5
H,v7,0
I,v2,4
I,v5,0
I,v4,2
I,v7,3
I,v10,1
I,v6,0
J,v1,1
J,v2,3
I,v9,1
J,v3,3
I,v8,0
J,v6,2
J,v5,1
J,v8,3
J,v4,0
J,v7,2
J,v10,6
K,v1,2
J,v9,2
K,v4,6
K,v2,6
K,v3,5
K,v5,2
K,v8,2
K,v7,0
K,v9,0
K,v10,1
K,v6,0
L,v2,4
L,v3,0
L,v5,0
L,v4,2
L,v6,2
L,v1,3
L,v9,1
L,v7,2
L,v10,1
M,v1,2
M,v3,6
M,v2,10
M,v5,3
M,v6,1
L,v8,1
M,v4,4
M,v8,1
M,v9,0
M,v7,1
N,v1,0
M,v10,4
N,v2,
