group,variable,value
A,v1,28
A,v3,40
A,v2,46
A,v5,30
A,v4,22
A,v7,51
A,v8,31
A,v6,37
A,v10,40
A,v9,20
B,v3,20
B,v1,28
B,v5,33
B,v6,26
B,v2,24
B,v8,19
B,v4,33
B,v10,56
C,v1,26
C,v2,28
B,v9,24
C,v3,43
B,v7,17
C,v6,22
C,v7,27
C,v4,25
C,v5,26
C,v10,20
D,v1,37
D,v2,36
D,v3,39
C,v9,34
D,v5,54
D,v6,74
C,v8,19
D,v7,42
D,v9,43
E,v1,20
D,v10,27
D,v8,31
E,v2,33
E,v3,25
E,v5,21
E,v6,40
E,v4,19
D,v4,26
E,v10,23
E,v7,21
F,v1,26
F,v2,21
F,v3,20
E,v8,18
F,v5,25
F,v4,25
F,v6,19
F,v9,18
F,v8,29
F,v10,26
F,v7,26
G,v2,23
E,v9,26
G,v4,27
G,v3,22
G,v6,42
G,v1,21
G,v5,48
G,v7,36
G,v10,34
H,v1,32
G,v8,37
H,v2,20
H,v4,26
G,v9,55
H,v5,23
H,v7,24
H,v8,25
H,v3,58
H,v10,20
I,v1,48
I,v2,24
H,v6,36
H,v9,42
I,v3,26
I,v5,27
I,v7,25
I,v8,19
I,v10,27
I,v4,37
I,v6,21
J,v1,30
I,v9,33
J,v4,25
J,v5,24
J,v3,35
J,v2,25
J,v6,28
J,v7,34
J,v8,
