group,variable,value
A,v1,28
A,v2,35
A,v4,22
A,v5,46
A,v7,34
A,v8,20
A,v9,30
A,v6,27
A,v10,26
B,v2,24
B,v3,69
B,v1,24
A,v3,31
B,v6,30
B,v5,84
B,v7,49
B,v9,38
B,v10,35
C,v1,18
B,v4,24
C,v2,24
B,v8,29
C,v5,21
C,v6,21
C,v4,14
C,v8,29
C,v7,32
C,v10,18
D,v1,22
C,v9,23
D,v2,26
C,v3,30
D,v3,20
D,v6,29
D,v5,27
D,v8,34
D,v9,50
D,v10,54
D,v7,33
E,v2,24
E,v3,18
E,v4,23
E,v1,29
D,v4,16
E,v7,23
E,v8,26
E,v10,36
E,v6,23
E,v9,51
E,v5,28
F,v3,24
F,v4,31
F,v2,28
F,v5,23
F,v1,19
F,v8,24
F,v6,23
F,v10,20
G,v1,22
F,v7,22
G,v2,30
G,v4,52
G,v3,36
G,v6,30
G,v7,21
F,v9,22
G,v8,25
G,v5,23
G,v10,50
H,v2,30
G,v9,28
H,v4,29
H,v5,22
H,v3,16
H,v6,19
H,v8,22
H,v9,11
H,v1,29
H,v7,26
H,v10,24
I,v1,35
I,v2,
