group,variable,value
A,v1,2
A,v3,2
A,v2,1
A,v5,4
A,v4,2
A,v6,1
A,v9,3
A,v10,4
A,v7,1
B,v1,1
B,v3,0
B,v2,2
A,v8,5
B,v5,0
B,v7,0
B,v8,2
B,v9,0
B,v10,1
B,v6,0
C,v2,2
C,v3,1
B,v4,1
C,v5,5
C,v6,0
C,v4,1
C,v1,0
C,v7,2
C,v10,0
C,v9,5
C,v8,5
D,v4,0
D,v3,2
D,v1,0
D,v6,0
D,v2,0
D,v8,0
D,v5,2
D,v10,0
E,v1,0
D,v9,0
D,v7,0
E,v4,0
E,v5,0
E,v2,1
E,v6,2
E,v7,0
E,v8,2
E,v10,0
F,v1,0
F,v2,0
F,v3,3
E,v9,1
F,v5,0
F,v7,3
F,v6,1
F,v4,3
F,v9,1
F,v10,2
F,v8,0
G,v2,2
G,v1,0
G,v3,0
E,v3,0
G,v5,0
G,v6,1
G,v8,0
G,v4,1
G,v10,1
H,v1,0
G,v7,0
G,v9,0
H,v4,0
H,v2,0
H,v6,2
H,v8,2
H,v7,1
H,v9,0
H,v10,0
H,v5,1
H,v3,0
I,v3,0
I,v1,0
I,v2,1
I,v5,3
I,v4,0
I,v8,0
I,v6,1
I,v7,0
I,v10,0
J,v1,0
J,v2,0
J,v5,0
J,v3,0
J,v6,0
J,v4,0
J,v7,0
J,v9,0
I,v9,0
J,v10,1
K,v1,0
J,v8,1
K,v4,0
K,v2,0
K,v5,0
K,v6,0
K,v3,1
K,v7,1
K,v9,1
K,v10,0
L,v2,0
L,v3,0
L,v1,0
L,v5,1
L,v4,0
K,v8,1
L,v9,1
L,v6,0
L,v10,0
L,v7,0
M,v1,0
M,v2,0
L,v8,2
M,v3,0
M,v4,0
M,v6,0
M,v5,0
M,v9,0
M,v7,1
M,v8,2
M,v10,1
N,v4,3
N,v2,5
N,v5,1
N,v1,0
N,v6,2
N,v7,2
N,v3,2
N,v10,0
O,v1,0
N,v9,2
O,v2,2
O,v3,1
O,v5,0
O,v4,5
O,v6,2
N,v8,0
O,v8,1
O,v9,0
O,v10,3
O,v7,0
P,v2,0
P,v4,1
P,v3,0
P,v6,1
P,v5,0
P,v1,0
P,v9,1
P,v7,0
R,v1,0
P,v10,0
R,v3,0
R,v2,0
P,v8,1
R,v4,0
R,v7,1
R,v6,3
R,v5,1
R,v8,1
R,v9,1
R,v10,1
undefined,v1,1
undefined,v2,2
undefined,v3,4
undefined,v6,11
undefined,v5,2
undefined,v7,3
undefined,v8,0
undefined,v4,3
undefined,v10,0
undefined,v2,2
undefined,v1,1
undefined,v9,0
undefined,v4,0
undefined,v3,0
undefined,v5,
