group,variable,value
A,v1,0
A,v3,0
A,v2,0
A,v4,0
A,v7,0
A,v8,1
A,v6,2
A,v10,1
B,v1,0
B,v2,4
A,v9,1
A,v5,1
B,v5,1
B,v6,1
B,v4,4
B,v8,2
B,v9,1
B,v10,1
B,v3,2
B,v7,1
C,v2,1
C,v4,0
C,v5,1
C,v3,1
C,v6,0
C,v1,0
C,v8,0
C,v10,1
D,v1,1
C,v7,0
C,v9,0
D,v4,0
D,v2,1
D,v6,1
D,v7,0
D,v8,0
D,v5,0
D,v10,0
E,v1,0
E,v2,2
E,v3,1
E,v5,1
D,v9,0
D,v3,0
E,v4,0
E,v8,1
E,v9,2
E,v10,10
F,v1,9
F,v2,7
E,v7,1
E,v6,0
F,v5,3
F,v6,2
F,v3,2
F,v4,4
F,v9,5
F,v10,4
F,v8,6
F,v7,8
G,v4,2
G,v3,0
G,v1,0
G,v2,0
G,v5,0
G,v8,2
G,v9,0
G,v10,3
G,v7,0
H,v1,0
G,v6,1
H,v2,2
H,v3,2
H,v6,0
H,v8,0
H,v7,0
H,v9,0
H,v10,3
I,v1,2
H,v4,0
I,v3,0
I,v2,1
H,v5,0
I,v5,1
I,v6,2
I,v4,2
I,v9,0
I,v7,1
I,v10,2
I,v8,2
J,v3,0
J,v1,0
J,v5,2
J,v4,1
J,v2,1
J,v6,5
J,v8,2
J,v9,1
J,v10,1
K,v2,0
J,v7,0
K,v1,1
K,v3,2
K,v6,0
K,v4,1
K,v5,1
K,v9,1
K,v7,1
K,v10,1
L,v2,0
L,v3,0
L,v1,0
L,v4,0
L,v6,1
K,v8,1
L,v5,2
L,v9,1
L,v8,2
L,v10,1
M,v2,1
L,v7,0
M,v4,0
M,v3,1
M,v6,4
M,v1,1
M,v5,1
M,v8,2
M,v9,2
M,v7,0
M,v10,5
N,v3,1
N,v1,0
N,v2,0
N,v5,0
N,v4,1
N,v6,
