group,variable,value
A,v3,0
A,v2,0
A,v5,1
A,v6,0
A,v4,0
A,v8,5
A,v9,8
A,v10,1
B,v2,2
A,v7,1
B,v1,0
B,v5,0
B,v6,0
B,v4,0
B,v3,0
B,v8,0
B,v9,3
B,v10,2
C,v1,0
C,v2,0
C,v4,0
C,v3,0
B,v7,1
C,v7,0
C,v6,4
C,v8,0
C,v10,0
D,v1,0
D,v2,0
C,v5,0
C,v9,4
D,v3,1
D,v6,4
D,v4,0
D,v5,0
D,v9,1
D,v10,1
E,v1,1
D,v7,2
E,v2,1
E,v3,2
E,v6,0
E,v5,2
E,v4,1
D,v8,0
E,v7,0
E,v10,0
E,v8,0
F,v2,0
F,v3,0
F,v4,0
E,v9,1
F,v5,0
F,v1,3
F,v6,0
F,v9,1
F,v10,0
F,v8,0
G,v1,0
G,v3,1
G,v4,0
G,v2,0
G,v5,2
G,v6,1
G,v8,0
G,v9,1
G,v10,0
H,v1,3
H,v2,2
F,v7,0
G,v7,0
H,v5,4
H,v6,1
H,v4,0
H,v3,2
H,v9,0
H,v10,0
I,v1,1
H,v7,1
I,v3,0
I,v4,0
H,v8,2
I,v2,2
I,v6,0
I,v7,0
I,v5,0
I,v8,0
I,v10,1
J,v1,3
J,v2,0
J,v4,0
J,v3,0
J,v5,0
J,v7,1
J,v6,0
I,v9,3
J,v10,9
J,v9,1
J,v8,0
K,v1,7
K,v2,
