group,variable,value
A,v1,43
A,v2,21
A,v3,27
A,v5,22
A,v7,38
A,v8,25
A,v4,31
A,v10,41
B,v1,34
B,v2,19
A,v9,28
B,v3,32
B,v5,41
B,v6,27
B,v4,22
A,v6,31
B,v9,26
B,v10,28
B,v7,36
C,v1,36
B,v8,22
C,v4,27
C,v5,56
C,v2,41
C,v6,42
C,v7,20
C,v8,22
C,v10,21
D,v1,34
D,v2,44
C,v9,24
C,v3,21
D,v5,23
D,v6,32
D,v3,21
D,v8,42
D,v10,25
D,v9,17
D,v7,40
D,v4,32
E,v3,31
E,v2,32
E,v6,51
E,v5,48
E,v7,20
E,v8,27
E,v9,47
E,v1,23
E,v10,24
F,v1,21
F,v3,20
F,v4,37
F,v5,37
F,v2,29
F,v6,34
F,v7,33
E,v4,29
F,v10,19
G,v1,15
G,v2,30
G,v3,40
F,v8,26
G,v5,26
G,v4,29
G,v6,35
G,v7,31
G,v9,21
G,v10,21
F,v9,19
H,v2,27
H,v4,24
H,v3,38
H,v1,18
G,v8,23
H,v7,22
H,v8,21
H,v10,36
H,v6,27
H,v9,22
I,v2,20
I,v1,28
I,v4,29
I,v5,35
H,v5,24
I,v3,18
I,v6,24
I,v7,20
I,v8,39
I,v9,
