group,variable,value
A,v2,18
A,v3,16
A,v4,24
A,v5,46
A,v8,36
A,v9,21
A,v10,20
A,v6,22
A,v7,23
B,v3,22
B,v1,26
B,v5,50
B,v6,29
B,v7,38
B,v4,38
B,v9,24
C,v1,37
B,v10,26
C,v3,25
C,v2,46
B,v8,15
C,v4,34
B,v2,28
C,v6,24
C,v8,28
C,v9,28
C,v5,29
C,v10,23
D,v2,32
D,v3,33
D,v4,24
C,v7,28
D,v6,30
D,v5,30
D,v1,28
D,v10,20
D,v9,18
E,v1,23
E,v2,18
E,v4,26
E,v3,24
D,v7,24
D,v8,18
E,v7,15
E,v8,17
E,v6,21
E,v5,25
E,v10,22
F,v2,16
F,v1,33
F,v3,24
E,v9,22
F,v5,15
F,v7,20
F,v8,22
F,v4,25
F,v10,28
F,v6,19
G,v1,26
G,v2,17
G,v4,32
G,v3,28
G,v6,34
F,v9,23
G,v5,19
G,v9,25
G,v10,22
G,v8,18
G,v7,28
H,v3,22
H,v2,24
H,v1,21
H,v7,31
H,v5,20
H,v4,23
H,v9,22
H,v10,20
H,v6,26
I,v2,29
H,v8,22
I,v3,64
I,v5,22
I,v4,30
I,v7,24
I,v6,16
I,v9,28
I,v1,16
I,v8,20
J,v1,20
I,v10,26
J,v2,35
J,v4,30
J,v7,15
J,v3,38
J,v8,24
J,v6,30
J,v10,39
K,v1,25
J,v9,26
K,v2,27
J,v5,20
K,v3,22
K,v4,25
K,v7,22
K,v5,27
K,v9,22
K,v8,30
K,v10,34
L,v1,21
L,v3,25
L,v2,32
K,v6,33
L,v6,22
L,v7,34
L,v4,30
L,v5,34
L,v10,29
L,v8,39
M,v2,28
M,v1,31
L,v9,19
M,v5,21
M,v6,16
M,v4,57
M,v8,29
M,v3,22
M,v10,19
M,v9,26
N,v1,18
N,v2,76
M,v7,35
N,v4,28
N,v5,29
N,v8,41
N,v3,24
N,v7,31
N,v9,29
N,v10,29
N,v6,28
O,v3,19
O,v2,15
O,v4,41
O,v1,30
O,v5,49
O,v6,
