group,variable,value
A,v2,22
A,v1,24
A,v3,25
A,v5,32
A,v7,33
A,v6,21
A,v4,19
A,v10,26
A,v8,15
B,v2,45
A,v9,22
B,v1,31
B,v4,27
B,v5,25
B,v3,17
B,v8,18
B,v6,26
B,v10,18
C,v1,20
C,v2,33
C,v3,29
B,v9,34
C,v4,26
C,v6,21
C,v7,19
C,v5,17
C,v8,16
C,v10,27
D,v1,22
D,v2,23
C,v9,20
D,v4,40
D,v5,27
B,v7,22
D,v6,34
D,v9,23
D,v8,18
D,v10,49
D,v3,21
D,v7,25
E,v2,24
E,v4,32
E,v3,18
E,v1,30
E,v7,27
E,v8,26
E,v6,26
E,v10,26
E,v9,15
F,v3,20
F,v2,26
F,v1,16
F,v4,25
F,v6,14
F,v5,22
F,v7,30
F,v9,22
E,v5,20
F,v10,14
G,v1,18
G,v2,22
G,v4,49
G,v3,26
G,v6,33
G,v5,18
F,v8,22
G,v9,33
G,v10,21
H,v1,20
H,v2,24
G,v8,63
G,v7,30
H,v3,32
H,v6,34
H,v7,24
H,v4,34
H,v5,20
H,v10,24
I,v1,19
H,v8,24
H,v9,23
I,v4,26
I,v5,17
I,v6,27
I,v7,29
I,v8,19
I,v9,54
I,v2,26
I,v10,29
J,v1,26
I,v3,44
J,v4,41
J,v3,50
J,v6,34
J,v5,21
J,v7,24
J,v2,27
J,v8,33
J,v9,31
J,v10,21
K,v1,25
K,v2,20
K,v3,24
K,v5,
K,v4,23
