group,variable,value
A,v2,43
A,v1,27
A,v4,29
A,v7,22
A,v3,21
A,v6,86
A,v8,23
B,v1,18
A,v10,26
A,v5,27
B,v3,45
A,v9,22
B,v2,14
B,v5,34
B,v6,31
B,v7,28
B,v9,26
B,v10,36
B,v4,28
C,v3,40
C,v2,35
C,v4,28
C,v1,35
C,v6,21
C,v5,24
C,v7,41
C,v9,32
D,v1,43
C,v10,28
C,v8,37
D,v3,33
D,v4,31
D,v2,22
D,v6,28
D,v7,25
D,v5,36
D,v8,30
D,v10,27
D,v9,32
E,v2,34
E,v1,41
E,v3,33
E,v5,38
E,v6,25
E,v7,27
B,v8,33
E,v4,33
E,v10,29
F,v1,30
F,v2,26
F,v3,40
F,v4,33
E,v8,31
F,v6,41
F,v8,40
F,v5,33
F,v10,25
F,v9,52
G,v1,51
G,v2,27
G,v4,17
F,v7,29
G,v5,30
G,v6,42
E,v9,35
G,v7,20
G,v3,31
G,v10,22
H,v1,27
H,v2,28
H,v3,48
H,v4,30
G,v9,40
G,v8,28
H,v5,28
H,v8,28
H,v9,29
H,v10,39
H,v6,19
I,v2,22
I,v3,26
I,v5,34
H,v7,32
I,v4,17
I,v6,16
I,v8,20
I,v9,27
I,v7,32
I,v1,26
I,v10,25
J,v1,26
J,v4,31
J,v2,18
J,v6,32
J,v7,27
J,v3,31
J,v5,50
J,v8,23
J,v10,41
J,v9,34
K,v2,22
K,v3,54
K,v5,20
K,v1,21
K,v4,20
K,v6,32
K,v7,48
K,v8,
