group,variable,value
A,v1,33
A,v2,22
A,v5,25
A,v6,23
A,v7,32
A,v8,23
A,v9,40
B,v1,33
A,v10,27
B,v2,14
B,v3,21
B,v4,35
B,v5,28
B,v6,24
B,v8,21
B,v7,19
B,v9,18
A,v3,21
B,v10,37
C,v1,36
C,v3,36
C,v4,21
C,v5,23
C,v2,29
A,v4,42
C,v6,25
C,v8,36
C,v10,22
D,v1,26
D,v2,26
C,v9,27
D,v4,41
D,v5,25
D,v6,35
D,v7,54
D,v8,25
D,v9,26
D,v10,22
E,v1,26
E,v2,28
E,v3,33
E,v4,43
E,v5,19
E,v6,26
E,v7,50
D,v3,25
E,v8,35
E,v10,23
E,v9,30
F,v2,28
F,v4,29
C,v7,17
F,v3,26
F,v6,22
F,v8,18
F,v9,28
F,v1,20
F,v10,37
G,v1,24
G,v2,35
F,v7,19
F,v5,29
G,v5,27
G,v6,37
G,v7,28
G,v8,32
G,v4,27
G,v9,27
G,v10,23
H,v3,32
G,v3,24
H,v1,31
H,v4,41
H,v6,38
H,v8,48
H,v5,28
H,v7,36
H,v2,28
H,v10,52
I,v2,33
I,v3,28
H,v9,44
I,v5,27
I,v1,34
I,v6,35
I,v8,34
I,v10,17
I,v7,25
I,v9,26
J,v1,26
J,v2,25
I,v4,22
J,v5,18
J,v4,20
J,v6,18
J,v7,54
J,v8,26
J,v3,24
J,v10,32
K,v2,23
K,v1,45
J,v9,23
K,v4,45
K,v3,23
K,v6,28
K,v5,28
K,v9,27
K,v7,18
K,v10,41
K,v8,22
L,v2,27
L,v1,57
L,v4,32
L,v5,23
L,v7,24
L,v6,36
L,v3,26
L,v9,32
M,v1,36
L,v10,38
L,v8,26
M,v4,42
M,v3,40
M,v2,31
M,v7,24
M,v5,42
M,v6,24
M,v8,28
M,v9,28
M,v10,21
N,v2,24
N,v1,33
N,v3,20
N,v4,34
N,v5,27
N,v6,
