group,variable,value
A,v1,64
A,v2,52
A,v3,21
A,v4,26
A,v6,25
A,v7,25
A,v9,50
B,v1,35
A,v10,169
A,v8,32
B,v2,24
B,v4,17
B,v5,32
B,v3,48
B,v6,23
B,v8,40
B,v9,41
B,v10,66
A,v5,26
C,v2,27
C,v3,34
B,v7,19
C,v5,30
C,v6,23
C,v7,24
C,v4,69
C,v1,28
C,v10,26
C,v9,25
D,v1,27
D,v3,43
D,v4,46
C,v8,24
D,v2,54
D,v7,29
D,v8,29
D,v5,31
D,v10,77
E,v1,31
E,v2,20
D,v9,26
E,v3,23
E,v5,23
E,v6,19
E,v4,21
D,v6,22
E,v8,31
E,v10,24
F,v1,26
E,v7,60
E,v9,14
F,v3,29
F,v2,25
F,v4,37
F,v7,16
F,v8,18
F,v9,27
F,v10,34
G,v1,28
G,v2,21
F,v6,36
G,v3,28
G,v5,31
G,v6,18
G,v4,34
G,v7,27
G,v8,30
H,v1,32
G,v10,26
F,v5,23
G,v9,23
H,v3,25
H,v2,16
H,v5,37
H,v4,31
H,v6,30
H,v7,30
H,v8,29
H,v10,38
H,v9,18
I,v3,26
I,v4,30
I,v2,32
I,v5,44
I,v1,23
I,v7,23
I,v6,32
I,v10,22
I,v9,18
I,v8,47
J,v2,24
J,v1,33
J,v3,25
J,v6,30
J,v8,38
J,v7,29
J,v5,21
J,v4,24
J,v10,31
K,v1,38
K,v4,34
J,v9,46
K,v3,19
K,v6,49
K,v8,21
K,v7,30
K,v2,30
K,v10,28
L,v1,28
L,v2,23
K,v9,43
L,v4,18
K,v5,38
L,v5,37
L,v3,20
L,v7,26
L,v6,25
L,v8,
