group,variable,value
A,v1,0
A,v2,1
A,v4,0
A,v3,0
A,v7,0
A,v8,1
A,v5,1
A,v10,0
A,v9,1
A,v6,1
B,v3,0
B,v2,0
B,v4,0
B,v6,1
B,v7,0
B,v1,0
B,v9,0
B,v10,1
B,v8,2
C,v1,0
C,v3,1
B,v5,0
C,v5,0
C,v6,0
C,v4,0
C,v7,1
C,v8,0
C,v10,0
D,v1,0
C,v2,0
C,v9,0
D,v2,0
D,v4,1
D,v3,0
D,v6,2
D,v8,2
D,v5,0
D,v7,2
E,v1,1
D,v10,0
E,v3,1
E,v2,1
E,v5,0
E,v6,3
E,v7,0
E,v8,0
E,v9,3
E,v10,1
F,v1,0
F,v2,1
D,v9,2
E,v4,2
F,v3,0
F,v4,0
F,v5,0
F,v8,0
F,v9,0
F,v10,1
F,v7,0
G,v2,0
G,v3,2
F,v6,2
G,v1,1
G,v5,1
G,v6,1
G,v7,3
G,v9,1
G,v10,0
H,v2,1
H,v1,3
G,v8,1
G,v4,3
H,v4,1
H,v5,4
H,v3,2
H,v8,1
H,v10,1
H,v7,1
H,v9,2
I,v1,0
I,v2,1
I,v3,1
H,v6,3
I,v4,0
I,v6,0
I,v5,0
I,v8,0
I,v9,0
I,v10,1
J,v2,0
I,v7,3
J,v4,2
J,v1,2
J,v5,1
J,v6,1
J,v8,1
J,v3,5
J,v10,1
K,v1,0
J,v9,2
K,v2,2
K,v3,1
K,v4,2
K,v6,1
K,v5,1
J,v7,0
K,v8,0
K,v7,1
K,v9,1
K,v10,0
L,v1,0
L,v4,1
L,v2,2
L,v6,1
L,v3,2
L,v8,0
L,v7,1
L,v10,0
L,v5,0
L,v9,0
M,v1,0
M,v2,0
M,v3,0
M,v4,2
M,v7,0
M,v6,3
M,v8,3
M,v5,3
M,v9,0
M,v10,
