group,variable,value
A,v3,32
A,v4,25
A,v6,22
A,v2,23
A,v7,21
A,v9,31
A,v10,26
A,v8,24
B,v1,25
A,v5,22
B,v4,39
B,v5,27
B,v6,37
B,v3,32
B,v9,29
B,v7,19
B,v2,33
B,v10,24
C,v1,17
B,v8,39
C,v2,14
C,v6,26
C,v5,26
C,v3,22
C,v4,34
C,v9,18
C,v8,29
C,v10,28
D,v1,26
D,v3,20
D,v4,23
D,v2,42
D,v5,24
D,v6,29
D,v9,25
C,v7,43
E,v1,57
D,v10,23
E,v2,32
D,v8,35
E,v4,27
D,v7,33
E,v3,31
E,v5,28
E,v8,22
E,v9,22
E,v10,29
E,v6,28
E,v7,23
F,v2,67
F,v4,34
F,v1,21
F,v3,18
F,v6,75
F,v7,28
F,v5,48
F,v10,27
G,v1,42
G,v2,23
F,v9,27
G,v3,27
G,v4,29
G,v6,21
G,v8,22
G,v9,27
G,v5,43
G,v10,38
G,v7,28
H,v2,29
H,v1,30
F,v8,28
H,v5,68
H,v6,82
H,v8,29
H,v7,43
H,v3,45
H,v10,39
I,v1,25
I,v2,24
I,v4,24
H,v9,22
I,v5,34
I,v6,38
I,v3,21
I,v8,24
I,v9,32
I,v10,29
I,v7,37
H,v4,54
J,v3,35
J,v2,21
J,v1,34
J,v6,24
J,v4,20
J,v8,24
J,v7,24
J,v10,24
J,v9,38
J,v5,39
K,v4,37
K,v2,38
K,v3,28
K,v5,20
K,v1,40
K,v7,56
K,v6,31
K,v8,
