group,variable,value
A,v2,1
A,v3,2
A,v5,1
A,v4,0
A,v8,1
A,v9,1
B,v1,1
A,v10,0
A,v7,0
B,v3,1
A,v6,1
B,v5,0
B,v6,1
B,v7,0
B,v4,0
B,v2,1
B,v10,0
C,v1,0
B,v8,0
C,v2,0
C,v4,2
C,v3,0
C,v6,0
C,v5,2
B,v9,0
C,v9,0
C,v10,0
C,v7,0
D,v1,0
D,v4,0
D,v3,0
D,v5,2
D,v6,0
D,v2,0
D,v7,1
D,v9,3
D,v10,1
E,v1,2
D,v8,1
E,v2,0
E,v4,0
E,v5,1
E,v7,0
E,v8,2
E,v6,1
E,v9,0
E,v10,0
F,v1,0
F,v2,3
E,v3,1
C,v8,1
F,v3,1
F,v6,0
F,v7,0
F,v4,0
F,v5,0
F,v10,0
G,v1,0
G,v2,0
F,v8,1
G,v3,0
G,v4,0
G,v6,0
G,v7,0
G,v8,0
F,v9,1
G,v10,0
G,v9,0
H,v2,1
H,v3,0
H,v4,0
H,v5,0
H,v6,0
H,v7,0
H,v8,0
H,v1,0
H,v10,0
I,v1,0
I,v2,2
I,v3,3
I,v4,0
H,v9,0
G,v5,1
I,v6,3
I,v5,2
I,v8,3
I,v9,0
J,v1,0
I,v10,0
I,v7,0
J,v2,0
J,v3,2
J,v5,0
J,v6,1
J,v8,0
J,v9,0
J,v10,0
K,v1,0
K,v2,0
J,v4,3
K,v4,1
K,v3,1
K,v5,1
J,v7,1
K,v8,0
K,v9,0
L,v1,1
K,v7,2
K,v10,1
L,v2,1
L,v4,4
L,v6,4
L,v3,1
L,v5,1
K,v6,0
L,v9,0
L,v8,0
L,v10,2
M,v2,1
L,v7,1
M,v4,0
M,v3,5
M,v1,2
M,v7,2
M,v6,2
M,v9,0
M,v8,0
M,v10,1
M,v5,6
N,v2,1
N,v1,0
N,v5,1
N,v4,0
N,v3,1
N,v6,4
N,v8,0
N,v7,3
O,v1,1
N,v10,0
O,v3,0
O,v2,2
N,v9,1
O,v6,0
O,v4,0
O,v8,1
O,v5,0
O,v9,1
O,v10,2
P,v2,0
O,v7,0
P,v1,1
P,v3,0
P,v5,0
P,v4,0
P,v6,1
P,v7,2
P,v9,1
P,v10,0
R,v2,0
R,v3,0
R,v1,0
P,v8,0
R,v4,0
R,v5,
