group,variable,value
A,v2,41
A,v1,27
A,v5,18
A,v4,26
A,v3,22
A,v6,36
A,v9,27
A,v10,30
A,v7,39
A,v8,26
B,v3,18
B,v5,22
B,v1,22
B,v2,28
B,v7,50
B,v8,67
B,v10,36
B,v9,100
B,v6,34
C,v3,28
B,v4,35
C,v5,29
C,v4,30
C,v2,73
C,v6,52
C,v8,27
C,v1,41
C,v10,24
D,v2,36
C,v9,27
C,v7,20
D,v4,28
D,v5,23
D,v1,18
D,v6,20
D,v3,32
D,v7,52
D,v10,21
E,v1,28
D,v9,20
E,v2,42
E,v4,20
D,v8,35
E,v3,27
E,v7,21
E,v5,43
E,v10,23
E,v6,28
E,v9,22
F,v2,27
F,v4,36
E,v8,30
F,v1,34
F,v5,19
F,v8,50
F,v7,28
F,v6,44
F,v10,36
F,v9,45
G,v2,44
G,v1,33
G,v4,22
F,v3,22
G,v5,30
G,v7,46
G,v6,33
G,v8,36
G,v10,32
H,v1,38
G,v3,48
H,v2,19
G,v9,31
H,v3,20
H,v4,33
H,v6,27
H,v5,21
H,v8,68
H,v10,25
H,v9,27
I,v1,26
I,v4,76
H,v7,25
I,v5,34
I,v6,28
I,v7,40
I,v8,27
I,v9,22
I,v10,30
I,v3,46
J,v1,46
J,v2,38
I,v2,49
J,v4,45
J,v5,18
J,v6,22
J,v3,21
J,v9,23
J,v8,42
K,v1,22
K,v2,21
J,v10,21
K,v3,33
J,v7,24
K,v6,32
K,v4,24
K,v7,26
K,v8,34
K,v5,29
K,v10,29
L,v1,24
L,v2,24
L,v3,23
L,v5,40
K,v9,43
L,v6,24
L,v7,24
L,v4,33
L,v9,19
L,v10,48
M,v1,22
L,v8,23
M,v3,22
M,v2,45
M,v4,32
M,v5,33
M,v6,29
M,v7,48
M,v10,40
M,v8,25
N,v2,22
M,v9,32
N,v3,
N,v1,31
