group,variable,value
A,v1,49
A,v3,70
A,v2,27
A,v5,30
A,v4,30
A,v6,26
A,v8,45
A,v9,23
A,v10,25
B,v2,30
B,v1,33
A,v7,23
B,v5,40
B,v6,26
B,v4,26
B,v7,79
B,v9,24
B,v10,33
B,v8,26
C,v1,30
C,v2,24
C,v3,51
C,v6,22
C,v5,40
C,v4,24
B,v3,24
C,v9,49
C,v10,38
C,v8,24
C,v7,45
D,v4,18
D,v2,25
D,v1,26
D,v6,28
D,v7,28
D,v5,18
D,v10,20
D,v9,33
E,v1,51
D,v8,38
E,v2,31
E,v4,45
E,v3,16
D,v3,22
E,v7,26
E,v8,29
E,v6,27
E,v10,27
E,v5,18
F,v2,22
F,v3,36
F,v1,17
E,v9,21
F,v6,25
F,v7,87
F,v5,22
F,v8,32
F,v10,19
G,v1,16
F,v9,28
G,v2,30
G,v4,83
G,v3,49
F,v4,15
G,v7,22
G,v5,47
G,v6,34
G,v10,74
H,v1,52
G,v9,16
H,v2,28
H,v4,25
H,v3,50
H,v5,26
G,v8,21
H,v7,28
H,v6,18
H,v10,36
I,v1,27
I,v2,35
H,v9,43
I,v3,24
H,v8,18
I,v4,28
I,v7,27
I,v8,27
I,v9,30
I,v6,33
I,v5,22
I,v10,29
J,v1,20
J,v2,53
J,v5,42
J,v6,23
J,v4,40
J,v3,26
J,v8,27
K,v3,26
J,v10,21
K,v1,33
K,v2,21
J,v7,30
K,v5,28
J,v9,24
K,v6,18
K,v4,25
K,v9,30
K,v8,23
K,v10,35
L,v1,31
L,v3,37
L,v4,22
L,v5,27
K,v7,28
L,v6,38
L,v8,47
L,v2,27
L,v10,28
L,v9,78
M,v2,22
M,v1,28
L,v7,44
M,v3,60
M,v5,
M,v4,32
