group,variable,value
A,v2,0
A,v4,1
A,v8,0
A,v7,3
A,v5,0
A,v10,1
B,v1,0
B,v2,0
A,v9,2
B,v4,0
B,v5,0
B,v6,0
B,v7,0
B,v3,0
B,v10,0
B,v8,0
C,v1,2
A,v6,4
B,v9,3
C,v3,0
C,v5,0
C,v6,1
C,v7,2
C,v2,1
C,v4,0
C,v10,4
D,v1,5
D,v2,0
C,v9,7
C,v8,2
D,v4,0
D,v5,0
D,v6,0
D,v7,1
D,v9,0
D,v10,0
E,v1,0
E,v2,0
E,v3,0
D,v3,1
D,v8,0
E,v7,0
E,v8,0
E,v6,0
E,v10,2
E,v9,0
F,v1,5
E,v4,1
F,v3,2
F,v2,3
F,v5,0
F,v4,6
F,v7,3
F,v8,7
F,v6,4
F,v10,4
G,v1,4
E,v5,0
G,v3,2
G,v2,8
G,v4,1
G,v5,4
G,v6,0
G,v8,4
G,v9,7
G,v10,4
G,v7,3
H,v1,0
H,v2,1
H,v4,6
H,v3,1
F,v9,4
H,v6,2
H,v8,0
H,v9,0
H,v10,0
H,v5,0
I,v2,3
I,v3,5
I,v1,4
H,v7,0
I,v5,3
I,v4,1
I,v6,0
I,v8,0
I,v10,6
J,v1,3
J,v2,5
I,v9,0
I,v7,1
J,v4,2
J,v6,4
J,v8,6
J,v5,8
J,v3,3
J,v9,4
J,v10,2
K,v3,2
J,v7,4
K,v2,0
K,v5,0
K,v7,3
K,v4,0
K,v1,4
K,v9,1
K,v6,2
K,v10,1
K,v8,0
L,v1,1
L,v4,5
L,v3,0
L,v6,1
L,v5,1
L,v2,0
L,v8,2
L,v9,0
L,v10,0
L,v7,2
M,v3,0
M,v1,2
M,v4,1
M,v6,0
M,v5,0
M,v8,4
M,v7,1
M,v9,1
M,v2,2
M,v10,1
N,v3,0
N,v4,0
N,v1,1
N,v6,2
N,v2,0
N,v7,2
N,v9,1
N,v8,1
N,v10,0
O,v1,0
N,v5,2
O,v2,0
O,v4,
O,v3,0
