group,variable,value
A,v1,0
A,v2,0
A,v4,0
A,v3,0
A,v7,0
A,v5,1
A,v6,1
A,v8,0
A,v10,1
B,v3,0
B,v2,1
B,v1,2
A,v9,0
B,v6,0
B,v7,3
B,v8,4
B,v9,3
B,v10,0
C,v1,0
C,v2,2
B,v4,0
C,v5,0
C,v4,2
B,v5,1
C,v6,1
C,v9,1
C,v3,0
C,v10,3
D,v1,0
D,v2,1
D,v3,2
D,v4,1
C,v8,1
D,v5,0
D,v7,0
C,v7,1
D,v9,3
D,v6,0
D,v10,0
E,v2,0
E,v3,4
E,v1,3
D,v8,0
E,v6,2
E,v5,3
E,v7,1
E,v8,0
E,v10,2
E,v4,1
F,v2,1
E,v9,0
F,v4,0
F,v6,0
F,v3,3
F,v1,3
F,v8,2
F,v9,1
F,v10,1
F,v5,0
G,v2,1
G,v1,0
F,v7,0
G,v5,0
G,v6,0
G,v3,0
G,v4,0
G,v9,2
G,v10,5
H,v1,3
H,v2,2
G,v7,2
H,v4,1
G,v8,1
H,v7,0
H,v6,6
H,v5,0
H,v3,1
H,v10,4
I,v1,0
H,v8,3
I,v2,0
H,v9,7
I,v3,0
I,v5,0
I,v4,0
I,v8,1
I,v9,0
I,v10,0
I,v7,2
I,v6,3
J,v1,0
J,v3,0
J,v4,4
J,v2,0
J,v7,2
J,v6,0
J,v5,0
J,v10,0
J,v9,1
K,v1,1
K,v2,1
K,v4,0
K,v3,1
K,v6,0
J,v8,0
K,v5,2
K,v8,0
K,v9,1
K,v10,0
L,v2,0
K,v7,0
L,v4,0
L,v3,0
L,v5,2
L,v6,1
L,v7,0
L,v1,1
L,v8,0
L,v10,0
M,v1,0
M,v2,0
M,v4,0
M,v5,2
M,v3,0
L,v9,0
M,v7,0
M,v6,0
M,v9,0
M,v10,0
N,v1,0
N,v2,1
N,v4,3
N,v3,0
M,v8,0
N,v6,2
N,v5,2
N,v7,0
N,v8,
