group,variable,value
A,v3,18
A,v4,41
A,v7,32
A,v5,17
A,v8,21
B,v1,21
A,v10,29
A,v6,28
A,v9,27
B,v3,28
B,v5,29
B,v6,35
B,v4,40
B,v9,33
B,v8,18
B,v10,42
B,v7,30
C,v3,29
C,v4,51
C,v1,46
B,v2,51
C,v6,29
C,v7,23
C,v5,32
C,v8,35
C,v10,29
D,v2,34
C,v2,22
C,v9,29
D,v4,21
D,v1,34
D,v5,26
D,v6,30
D,v8,24
D,v10,28
D,v3,40
D,v7,33
E,v1,30
E,v3,26
E,v4,36
D,v9,31
E,v2,32
E,v7,26
E,v10,18
E,v5,40
E,v6,22
F,v1,24
E,v9,20
F,v3,41
F,v4,51
F,v2,38
F,v5,43
F,v7,26
F,v8,24
E,v8,27
F,v10,23
G,v1,40
G,v2,30
G,v3,117
G,v4,81
F,v6,35
G,v7,44
G,v6,36
F,v9,22
G,v8,19
G,v10,38
H,v1,41
G,v9,37
H,v3,48
H,v4,24
G,v5,76
H,v2,53
H,v7,46
H,v8,32
H,v9,33
H,v10,24
H,v5,44
H,v6,25
I,v3,32
I,v5,22
I,v1,22
I,v6,26
I,v7,22
I,v4,32
I,v10,28
I,v8,17
J,v1,12
I,v9,22
I,v2,32
J,v3,54
J,v2,26
J,v6,32
J,v4,25
J,v7,22
J,v9,21
J,v8,25
J,v10,33
J,v5,37
K,v3,24
K,v2,19
K,v5,26
K,v4,47
K,v6,33
K,v7,33
K,v1,20
K,v10,30
K,v8,31
L,v1,24
L,v2,27
K,v9,30
L,v3,34
L,v4,26
L,v5,
