group,variable,value
A,v2,32
A,v3,30
A,v1,27
A,v4,34
A,v5,33
A,v7,23
A,v6,34
A,v10,31
B,v1,38
A,v8,29
B,v3,48
B,v2,32
B,v5,149
B,v6,38
B,v7,14
A,v9,26
B,v9,26
B,v10,54
B,v8,18
C,v2,33
C,v3,60
C,v4,34
C,v1,39
C,v5,24
C,v6,21
C,v7,100
C,v9,26
C,v10,32
C,v8,32
D,v2,34
D,v1,40
D,v5,37
D,v4,39
D,v3,39
D,v7,100
D,v6,43
D,v9,24
D,v8,31
D,v10,35
E,v2,74
E,v3,34
E,v1,34
E,v4,37
E,v6,20
E,v7,30
E,v5,28
E,v8,33
E,v10,30
F,v1,48
E,v9,41
F,v2,26
B,v4,27
F,v5,33
F,v3,36
F,v4,68
F,v7,51
F,v9,32
F,v10,20
F,v8,27
G,v1,34
G,v2,31
G,v4,34
G,v5,62
G,v6,38
G,v3,31
G,v8,25
G,v7,46
G,v10,40
G,v9,31
H,v3,26
H,v1,38
H,v2,27
H,v5,38
H,v6,27
H,v8,29
H,v7,22
H,v9,42
H,v10,27
I,v1,32
I,v2,51
H,v4,25
I,v4,38
I,v5,37
I,v3,53
I,v7,82
I,v6,30
I,v9,46
J,v1,26
I,v10,27
F,v6,42
J,v2,39
I,v8,33
J,v5,18
J,v3,78
J,v6,32
J,v4,30
J,v9,34
J,v7,37
J,v8,28
J,v10,26
K,v3,27
K,v2,42
K,v5,26
K,v4,35
K,v6,40
K,v1,38
K,v9,33
K,v8,32
K,v10,43
L,v2,36
K,v7,25
L,v3,42
L,v4,28
L,v5,54
L,v8,41
L,v1,25
L,v9,19
L,v7,36
L,v6,30
L,v10,23
M,v3,30
M,v1,33
M,v4,36
M,v2,43
M,v6,30
M,v5,53
M,v7,31
M,v8,43
M,v10,24
M,v9,30
N,v2,38
N,v1,21
N,v3,19
N,v5,56
N,v4,28
N,v6,32
N,v7,30
N,v8,
