group,variable,value
A,v3,0
A,v2,1
A,v7,0
A,v5,1
A,v8,0
A,v4,0
A,v10,0
B,v1,4
A,v6,0
A,v9,0
B,v4,1
B,v5,0
B,v3,3
B,v6,0
B,v2,0
B,v8,0
B,v10,0
C,v1,0
B,v7,0
B,v9,0
C,v2,0
C,v4,0
C,v3,0
C,v5,1
C,v7,0
C,v9,3
C,v6,1
C,v10,0
D,v1,0
D,v2,1
D,v4,0
D,v5,0
C,v8,1
D,v6,0
D,v8,0
D,v9,0
D,v7,0
D,v10,0
E,v2,0
E,v3,0
D,v3,1
E,v1,4
E,v5,0
E,v4,0
E,v7,0
E,v6,1
E,v8,0
E,v10,0
F,v2,0
F,v3,5
F,v4,4
F,v5,2
E,v9,1
F,v7,1
F,v8,8
F,v9,3
F,v10,2
G,v2,0
F,v1,0
F,v6,2
G,v3,4
G,v1,3
G,v5,0
G,v7,1
G,v8,0
G,v4,3
G,v10,1
H,v2,0
G,v6,0
H,v3,1
H,v4,1
G,v9,0
H,v1,0
H,v7,1
H,v8,0
H,v5,1
H,v6,0
H,v10,2
I,v1,2
I,v3,0
I,v4,2
H,v9,0
I,v2,0
I,v5,3
I,v7,2
I,v6,1
I,v10,0
I,v8,2
J,v1,0
J,v2,3
J,v3,1
J,v4,1
I,v9,0
J,v5,0
J,v7,0
J,v8,1
J,v10,3
J,v6,2
J,v9,4
K,v2,3
K,v3,3
K,v5,2
K,v1,1
K,v7,0
K,v6,2
K,v4,5
K,v9,3
K,v10,5
L,v1,9
L,v2,2
L,v4,1
L,v5,0
L,v3,1
K,v8,4
L,v7,0
L,v6,0
L,v9,0
L,v8,2
L,v10,2
M,v2,0
M,v1,0
M,v4,0
M,v3,0
M,v7,0
M,v9,3
M,v8,0
M,v10,1
M,v5,0
N,v2,2
M,v6,2
N,v3,0
N,v5,0
N,v1,0
N,v6,0
N,v4,0
N,v8,3
N,v7,3
N,v10,3
N,v9,2
O,v2,1
O,v1,2
O,v4,1
O,v5,3
O,v6,3
O,v7,4
O,v10,0
O,v8,0
O,v3,3
P,v1,0
O,v9,0
P,v3,0
P,v2,0
P,v4,4
P,v5,2
P,v8,0
P,v6,1
P,v10,3
P,v9,0
R,v2,2
P,v7,1
R,v1,3
R,v3,3
R,v4,2
R,v6,0
R,v5,0
R,v7,3
R,v9,2
R,v8,2
R,v10,1
undefined,v1,3
undefined,v3,3
undefined,v2,3
undefined,v4,3
undefined,v7,1
undefined,v6,1
undefined,v5,1
undefined,v10,2
undefined,v9,0
undefined,v8,0
undefined,v2,1
undefined,v3,4
undefined,v1,1
undefined,v4,0
undefined,v5,2
undefined,v6,0
undefined,v7,0
undefined,v8,
