group,variable,value
A,v3,39
A,v2,38
A,v4,31
A,v6,51
A,v5,38
A,v1,41
A,v10,120
A,v9,124
A,v7,31
A,v8,20
B,v1,78
B,v4,30
B,v6,27
B,v2,29
B,v3,16
B,v8,28
B,v9,39
B,v10,21
B,v5,28
C,v2,30
C,v3,28
C,v4,33
C,v1,50
C,v5,69
C,v6,40
C,v9,37
C,v8,34
C,v10,43
C,v7,68
D,v2,36
D,v1,32
D,v3,43
D,v5,43
D,v4,26
D,v7,20
D,v8,23
D,v6,26
D,v10,16
B,v7,54
E,v1,37
E,v2,32
E,v4,19
E,v5,29
E,v6,27
D,v9,25
E,v8,30
E,v7,35
E,v10,41
E,v9,25
F,v2,22
F,v3,40
F,v4,89
F,v5,34
F,v6,54
E,v3,26
F,v8,48
F,v9,31
F,v10,119
F,v7,42
G,v2,24
G,v3,18
G,v4,25
G,v5,31
G,v6,14
G,v7,22
G,v8,32
G,v9,39
G,v10,37
H,v1,37
F,v1,21
H,v2,88
H,v5,32
H,v4,51
H,v6,46
H,v3,62
H,v7,28
H,v9,22
H,v10,27
H,v8,21
I,v1,38
G,v1,72
I,v4,64
I,v5,24
I,v2,40
I,v6,23
I,v8,36
I,v9,31
I,v10,68
I,v7,41
J,v1,32
J,v2,68
I,v3,38
J,v5,29
J,v6,20
J,v3,23
J,v8,21
J,v7,26
J,v10,36
K,v2,50
J,v9,32
K,v3,74
J,v4,66
K,v4,46
K,v1,40
K,v5,38
K,v6,48
K,v8,34
K,v9,27
K,v10,36
L,v3,28
L,v1,39
L,v4,56
K,v7,39
L,v2,40
L,v5,38
L,v7,48
L,v8,21
L,v6,36
L,v9,20
L,v10,95
M,v1,55
M,v2,
