group,variable,value
A,v3,57
A,v4,42
A,v1,167
A,v2,51
A,v7,19
A,v8,21
A,v6,20
A,v10,32
B,v1,27
B,v2,20
A,v9,24
A,v5,32
B,v5,31
B,v6,50
B,v3,30
B,v7,41
B,v9,23
B,v10,40
C,v1,30
C,v2,18
C,v3,40
C,v4,43
C,v6,25
B,v8,31
C,v8,25
C,v7,18
C,v5,26
C,v10,23
C,v9,37
D,v2,38
D,v3,46
D,v1,22
B,v4,22
D,v5,25
D,v4,36
D,v8,20
D,v10,26
D,v9,29
D,v6,36
E,v1,23
E,v4,31
E,v3,22
E,v2,30
E,v5,29
D,v7,34
E,v7,30
E,v9,25
E,v10,34
F,v1,36
E,v8,30
F,v3,30
F,v4,65
F,v2,36
E,v6,26
F,v5,34
F,v8,24
F,v6,28
F,v10,21
G,v1,38
G,v3,25
F,v7,26
G,v2,19
G,v4,29
G,v6,22
G,v7,26
F,v9,22
G,v5,28
G,v10,34
H,v1,24
G,v8,23
H,v2,24
H,v3,21
H,v5,52
H,v6,26
H,v7,146
H,v4,46
H,v8,39
H,v10,40
I,v1,32
I,v2,29
H,v9,42
G,v9,53
I,v5,33
I,v3,24
I,v4,25
I,v7,22
I,v6,29
I,v10,24
I,v8,29
J,v1,
I,v9,24
