group,variable,value
A,v1,0
A,v2,1
A,v5,4
A,v6,1
A,v7,0
A,v8,1
A,v9,1
A,v10,0
A,v3,3
B,v1,0
B,v3,3
A,v4,1
B,v2,0
B,v4,0
B,v7,7
B,v8,10
B,v5,2
B,v10,5
B,v6,6
C,v2,5
C,v3,4
B,v9,3
C,v5,4
C,v6,2
C,v7,8
C,v9,3
C,v1,7
C,v10,0
C,v8,2
D,v2,3
C,v4,1
D,v4,3
D,v6,0
D,v5,1
D,v1,2
D,v7,2
D,v3,2
D,v10,2
E,v1,2
D,v9,0
E,v2,0
E,v3,0
D,v8,0
E,v5,1
E,v7,0
E,v6,0
E,v4,0
E,v10,0
F,v1,2
F,v2,1
E,v8,1
F,v3,1
F,v5,1
E,v9,0
F,v7,5
F,v4,3
F,v8,10
F,v9,4
F,v10,0
F,v6,7
G,v2,1
G,v1,2
G,v5,0
G,v6,0
G,v4,0
G,v3,1
G,v10,2
G,v9,6
H,v2,1
G,v8,2
H,v3,2
H,v4,3
H,v5,0
H,v1,6
G,v7,0
H,v6,1
H,v9,1
H,v10,0
H,v7,1
H,v8,1
I,v2,3
I,v3,2
I,v1,2
I,v5,8
I,v6,1
I,v4,1
I,v8,0
I,v7,1
I,v10,0
J,v1,1
J,v2,0
I,v9,0
J,v3,0
J,v6,0
J,v5,0
J,v4,0
J,v7,1
J,v10,0
J,v9,0
J,v8,2
K,v2,2
K,v3,0
K,v4,0
K,v1,3
K,v7,1
K,v6,1
K,v9,5
K,v5,0
K,v10,4
L,v1,0
L,v4,0
K,v8,1
L,v2,2
L,v6,0
L,v5,0
L,v7,1
L,v8,4
L,v10,1
L,v3,0
M,v1,8
M,v2,7
M,v4,2
L,v9,1
M,v3,0
M,v5,2
M,v7,0
M,v8,0
M,v6,0
M,v9,4
M,v10,6
N,v1,8
N,v2,5
N,v3,3
N,v5,10
N,v6,6
N,v7,3
N,v4,6
N,v8,1
N,v9,
