group,variable,value
A,v1,0
A,v2,3
A,v3,1
A,v5,4
A,v6,5
A,v7,1
A,v4,4
A,v10,5
A,v8,7
A,v9,6
B,v3,2
B,v2,4
B,v1,5
B,v4,3
B,v6,2
B,v5,3
B,v8,7
B,v10,0
C,v1,3
C,v2,5
B,v7,9
B,v9,2
C,v4,5
C,v6,1
C,v7,0
C,v5,3
C,v3,1
C,v8,2
C,v10,2
D,v2,2
C,v9,2
D,v3,1
D,v5,1
D,v1,1
D,v4,2
D,v8,2
D,v9,2
D,v10,0
D,v7,1
E,v2,6
E,v1,4
E,v3,8
E,v5,3
E,v6,2
E,v4,6
D,v6,0
E,v9,3
E,v10,8
E,v7,8
F,v2,2
E,v8,6
F,v4,5
F,v3,2
F,v6,1
F,v1,1
F,v8,1
F,v7,1
F,v10,3
G,v1,1
F,v9,0
F,v5,6
G,v3,1
G,v2,0
G,v6,1
G,v4,3
G,v7,0
G,v8,2
G,v10,0
G,v5,0
G,v9,0
H,v1,0
H,v2,1
H,v4,
H,v3,1
