group,variable,value
A,v1,23
A,v3,38
A,v4,23
A,v7,46
A,v2,25
A,v5,34
A,v8,26
A,v6,26
A,v10,27
B,v2,19
A,v9,34
B,v1,27
B,v5,28
B,v4,34
B,v7,42
B,v6,38
B,v10,19
B,v9,74
C,v1,30
C,v2,26
B,v3,23
C,v4,31
C,v5,43
C,v6,28
C,v3,41
C,v8,138
B,v8,52
C,v10,69
C,v7,28
D,v1,18
D,v3,68
D,v2,25
D,v5,20
C,v9,32
D,v6,54
D,v7,20
D,v8,25
D,v10,25
D,v9,21
E,v1,22
E,v3,32
E,v4,26
D,v4,17
E,v5,30
E,v7,20
E,v8,26
E,v2,32
E,v10,42
E,v9,25
F,v1,25
F,v3,39
F,v4,19
F,v5,21
E,v6,20
F,v2,18
F,v8,50
F,v9,29
F,v10,28
F,v7,50
G,v2,28
G,v4,28
G,v3,34
G,v1,41
G,v6,32
G,v8,41
G,v7,21
G,v9,30
G,v10,24
H,v1,20
H,v2,26
F,v6,26
H,v4,25
H,v5,34
G,v5,23
H,v6,52
H,v8,28
H,v9,34
H,v10,22
H,v3,32
I,v2,26
I,v3,42
H,v7,35
I,v4,40
I,v6,23
I,v8,24
I,v7,27
I,v10,36
I,v1,27
I,v5,33
J,v2,26
I,v9,78
J,v3,46
J,v1,27
J,v5,21
J,v4,36
J,v6,24
J,v7,35
J,v9,27
J,v10,45
J,v8,36
K,v3,37
K,v4,30
K,v2,39
K,v1,25
K,v6,39
K,v5,27
K,v7,19
K,v8,13
K,v10,34
K,v9,30
L,v2,25
L,v3,60
L,v4,93
L,v1,35
L,v6,34
L,v5,22
L,v8,30
L,v9,30
L,v10,32
M,v1,39
L,v7,33
M,v3,28
M,v2,40
M,v6,30
M,v5,20
M,v7,23
M,v4,68
N,v1,33
M,v8,26
M,v10,38
N,v2,28
M,v9,32
N,v4,26
N,v5,26
N,v7,34
N,v8,53
N,v3,24
N,v10,32
N,v6,23
O,v1,26
N,v9,35
O,v4,36
O,v2,29
O,v5,27
O,v6,34
O,v3,33
O,v8,36
O,v7,29
O,v9,
