group,variable,value
A,v1,32
A,v2,19
A,v4,27
A,v6,29
A,v7,23
A,v3,38
A,v9,25
A,v10,22
B,v1,24
A,v5,21
A,v8,27
B,v2,34
B,v5,34
B,v3,33
B,v4,44
B,v8,27
B,v7,23
B,v10,31
C,v1,52
B,v9,25
B,v6,60
C,v2,42
C,v5,23
C,v6,36
C,v4,24
C,v8,20
C,v10,21
C,v9,34
C,v3,28
D,v1,36
D,v2,43
D,v4,29
D,v5,30
D,v7,30
C,v7,22
D,v3,23
D,v9,20
D,v10,23
E,v1,24
E,v2,28
D,v8,23
E,v3,31
D,v6,33
E,v4,29
E,v5,19
E,v8,32
E,v6,47
E,v7,33
E,v10,36
F,v1,19
E,v9,21
F,v4,24
F,v3,74
F,v5,28
F,v6,25
F,v2,36
F,v9,24
F,v10,53
F,v8,52
F,v7,28
G,v3,29
G,v4,26
G,v1,68
G,v6,106
G,v7,30
G,v8,23
G,v5,40
G,v10,137
H,v1,27
H,v2,42
H,v4,28
G,v9,38
G,v2,28
H,v6,21
H,v7,25
H,v3,21
H,v5,27
H,v10,51
H,v8,37
H,v9,43
I,v3,48
I,v4,21
I,v1,38
I,v2,29
I,v7,39
I,v6,20
I,v9,24
I,v5,22
I,v8,38
J,v1,29
I,v10,44
J,v4,34
J,v3,28
J,v5,27
J,v2,44
J,v6,31
J,v8,28
J,v9,49
K,v1,31
J,v7,41
J,v10,30
K,v4,36
K,v2,33
K,v5,38
K,v6,74
K,v8,26
K,v3,28
K,v10,20
L,v1,29
K,v9,17
L,v3,43
K,v7,26
L,v4,44
L,v5,27
L,v2,22
L,v7,22
L,v6,32
L,v8,30
L,v9,19
L,v10,
