group,variable,value
A,v1,26
A,v2,32
A,v3,20
A,v4,28
A,v7,25
A,v5,19
A,v6,25
A,v8,22
A,v9,23
A,v10,30
B,v1,23
B,v2,25
B,v3,30
B,v4,31
B,v5,35
B,v7,47
B,v9,33
B,v8,51
B,v6,23
B,v10,17
C,v1,28
C,v2,28
C,v3,26
C,v5,21
C,v6,28
C,v7,43
C,v4,33
C,v8,42
C,v9,52
C,v10,24
D,v2,44
D,v3,52
D,v1,32
D,v4,22
D,v5,23
D,v6,24
D,v7,30
D,v8,16
D,v9,30
D,v10,22
E,v1,28
E,v2,33
E,v3,27
E,v4,14
E,v5,30
E,v6,42
E,v7,27
E,v8,28
E,v9,27
E,v10,23
F,v1,23
F,v2,34
F,v3,28
F,v7,21
F,v5,17
F,v6,22
F,v4,19
F,v10,34
F,v8,20
F,v9,76
G,v2,23
G,v1,14
G,v4,30
G,v6,34
G,v3,26
G,v5,43
G,v7,31
G,v8,50
G,v9,29
G,v10,25
H,v1,38
H,v2,24
H,v3,48
H,v4,31
H,v5,29
H,v6,31
H,v9,49
H,v8,30
H,v10,36
I,v2,28
I,v1,35
I,v4,24
I,v5,26
I,v6,28
I,v8,27
I,v7,23
I,v10,40
I,v3,25
H,v7,29
J,v1,40
J,v5,32
J,v3,26
J,v6,20
I,v9,28
J,v7,30
J,v8,19
J,v2,34
J,v4,29
J,v10,26
J,v9,16
K,v1,73
K,v2,32
K,v3,27
K,v4,23
K,v5,40
K,v6,28
K,v8,28
K,v7,38
K,v9,41
K,v10,29
L,v1,
