group,variable,value
A,v2,28
A,v5,67
A,v1,50
A,v4,49
A,v6,33
A,v3,29
A,v7,20
A,v10,24
A,v9,38
A,v8,28
B,v3,26
B,v4,31
B,v5,24
B,v7,29
B,v6,25
B,v9,26
B,v8,49
C,v1,21
B,v10,62
C,v2,26
B,v2,21
C,v4,38
C,v3,16
B,v1,24
C,v6,22
C,v5,17
C,v8,31
C,v10,34
C,v7,35
C,v9,22
D,v4,33
D,v3,36
D,v6,21
D,v5,57
D,v7,36
D,v8,25
D,v9,25
E,v2,23
D,v10,38
E,v1,38
E,v3,34
E,v4,31
E,v5,36
E,v6,29
E,v7,47
E,v10,58
D,v1,29
E,v9,33
E,v8,25
F,v2,28
F,v1,35
F,v3,33
F,v4,23
F,v5,18
F,v8,31
D,v2,33
F,v6,21
F,v10,32
F,v9,26
G,v3,30
G,v1,40
G,v2,25
G,v4,23
G,v7,37
G,v6,31
G,v5,19
G,v9,21
G,v10,27
H,v1,23
G,v8,31
H,v3,19
H,v5,28
H,v4,30
H,v6,40
H,v2,27
H,v9,28
H,v8,33
H,v10,29
I,v1,17
H,v7,42
I,v3,
I,v2,25
F,v7,21
