group,variable,value
A,v5,1
A,v4,1
A,v8,1
A,v9,1
A,v7,0
A,v6,0
A,v10,2
B,v2,3
B,v4,1
B,v6,4
B,v5,3
B,v7,1
B,v3,3
B,v9,0
B,v8,1
B,v10,2
C,v2,0
C,v4,4
C,v3,0
C,v1,1
C,v6,3
C,v5,5
C,v10,0
C,v8,1
C,v9,5
B,v1,5
C,v7,0
D,v3,0
D,v4,0
D,v1,3
D,v2,0
D,v7,2
D,v9,1
D,v5,1
D,v10,1
E,v1,2
D,v8,2
E,v3,1
E,v2,5
E,v4,2
D,v6,0
E,v7,2
E,v5,3
E,v9,0
E,v10,2
F,v2,1
F,v1,4
E,v6,2
F,v3,0
F,v4,2
F,v6,0
E,v8,6
F,v7,1
F,v8,2
F,v10,7
G,v1,7
G,v3,2
G,v2,3
F,v9,7
G,v4,2
G,v6,3
G,v7,1
G,v5,1
F,v5,2
G,v10,1
G,v8,1
G,v9,4
H,v2,1
H,v4,1
H,v1,2
H,v3,2
H,v7,1
H,v6,0
H,v5,0
H,v10,1
I,v1,1
H,v8,0
I,v3,2
I,v4,0
H,v9,0
I,v5,4
I,v2,2
I,v6,2
I,v9,2
I,v8,4
I,v7,0
J,v1,0
I,v10,3
J,v3,1
J,v4,1
J,v2,1
J,v7,3
J,v6,1
J,v9,1
J,v8,6
J,v5,2
J,v10,1
K,v3,0
K,v4,0
K,v1,2
K,v2,0
K,v5,1
K,v6,0
K,v8,1
K,v10,3
L,v1,1
L,v2,1
K,v7,0
L,v4,0
L,v3,0
L,v6,0
L,v7,1
L,v8,0
L,v9,1
L,v10,3
M,v1,5
M,v3,1
M,v2,4
L,v5,1
K,v9,0
M,v4,
