group,variable,value
A,v1,2
A,v2,5
A,v3,3
A,v7,0
A,v6,1
A,v4,0
A,v8,0
A,v5,0
A,v10,0
B,v2,1
A,v9,1
B,v3,1
B,v1,1
B,v6,0
B,v7,0
B,v5,0
B,v9,1
B,v4,0
B,v10,2
B,v8,0
C,v3,0
C,v4,0
C,v1,0
C,v2,1
C,v7,0
C,v8,0
C,v5,0
C,v10,0
C,v9,0
C,v6,0
D,v1,0
D,v2,0
D,v5,1
D,v6,1
D,v7,0
D,v4,0
D,v9,0
D,v10,0
E,v1,0
D,v3,0
D,v8,0
E,v3,0
E,v5,0
E,v6,2
E,v2,1
E,v8,0
E,v4,4
E,v10,2
F,v1,0
E,v9,1
F,v3,1
F,v4,1
F,v5,1
F,v6,0
F,v2,1
E,v7,2
F,v10,0
F,v9,1
G,v1,1
F,v7,0
G,v3,3
G,v4,3
F,v8,0
G,v5,3
G,v7,0
G,v8,2
G,v6,2
G,v10,0
H,v1,1
H,v2,2
G,v9,0
H,v3,2
H,v5,2
G,v2,2
H,v4,0
H,v7,0
H,v9,0
H,v10,0
H,v8,5
I,v1,1
I,v3,0
I,v4,0
I,v2,1
H,v6,0
I,v7,0
I,v5,0
I,v9,0
I,v6,2
I,v10,1
J,v1,0
J,v3,0
I,v8,0
J,v5,0
J,v4,0
J,v2,0
J,v8,1
J,v6,2
J,v10,1
K,v1,0
J,v7,1
K,v2,3
K,v3,1
K,v4,1
J,v9,1
K,v7,3
K,v8,1
K,v5,0
K,v10,0
K,v6,3
K,v9,1
L,v1,0
L,v2,0
L,v5,0
L,v4,0
L,v6,0
L,v8,0
L,v3,1
L,v10,0
L,v7,0
M,v2,0
L,v9,0
M,v1,1
M,v5,0
M,v4,0
M,v6,0
M,v3,0
M,v8,0
M,v9,6
M,v10,2
N,v1,2
M,v7,0
N,v4,3
N,v5,4
N,v2,2
N,v6,2
N,v3,4
N,v9,0
N,v10,1
N,v7,0
N,v8,0
O,v1,0
O,v2,0
O,v3,
