group,variable,value
A,v3,24
A,v2,38
A,v1,53
A,v6,30
A,v5,27
A,v9,31
A,v8,29
A,v10,27
A,v4,37
B,v1,21
A,v7,32
B,v2,27
B,v5,49
B,v6,30
B,v7,32
B,v4,43
B,v8,36
B,v10,24
C,v1,24
C,v2,40
C,v3,22
B,v3,25
B,v9,43
C,v7,46
C,v6,57
C,v5,22
C,v4,28
C,v10,60
D,v1,29
C,v8,49
D,v3,24
D,v4,15
D,v2,26
C,v9,18
D,v5,22
D,v8,39
D,v7,57
D,v10,30
E,v1,31
D,v9,28
D,v6,71
E,v4,17
E,v2,33
E,v3,34
E,v6,16
E,v8,20
E,v9,34
E,v10,23
E,v7,26
E,v5,20
F,v3,43
F,v4,21
F,v5,124
F,v2,55
F,v6,31
F,v8,23
F,v9,26
F,v10,30
F,v1,27
G,v2,22
G,v3,26
G,v1,19
G,v5,28
G,v6,22
G,v4,33
G,v8,28
G,v9,26
G,v10,38
F,v7,26
H,v2,26
H,v3,23
H,v1,22
G,v7,19
H,v6,24
H,v4,29
H,v8,111
H,v9,30
H,v10,22
I,v1,26
H,v7,27
I,v2,33
I,v4,28
I,v5,48
I,v3,27
I,v6,38
I,v7,28
H,v5,35
I,v8,38
I,v10,35
J,v1,34
I,v9,41
J,v3,39
J,v4,44
J,v2,38
J,v7,35
J,v6,30
J,v9,40
J,v8,42
J,v10,32
K,v2,34
J,v5,44
K,v1,34
K,v4,73
K,v5,77
K,v8,59
K,v6,23
K,v9,39
K,v3,34
K,v10,20
L,v1,26
L,v2,19
L,v5,30
K,v7,25
L,v3,25
L,v4,26
L,v8,29
L,v6,38
L,v10,33
L,v7,52
M,v2,31
L,v9,26
M,v1,38
M,v5,18
M,v3,52
M,v4,30
M,v6,23
M,v7,31
M,v8,30
M,v9,
