group,variable,value
A,v2,22
A,v4,24
A,v3,26
A,v5,22
A,v7,30
A,v9,33
A,v6,24
A,v10,19
B,v2,28
B,v1,55
B,v3,33
B,v5,20
B,v6,52
B,v7,30
B,v4,31
B,v8,36
B,v10,10
C,v1,41
B,v9,41
C,v2,24
C,v4,33
C,v5,58
C,v6,36
C,v3,35
A,v8,36
C,v7,25
C,v10,19
D,v1,42
D,v2,32
C,v9,17
D,v3,28
C,v8,29
D,v6,33
D,v4,38
D,v7,23
D,v9,24
D,v10,24
D,v8,43
E,v1,47
E,v3,31
E,v4,56
D,v5,35
E,v2,51
E,v7,33
E,v6,20
E,v8,18
E,v10,34
F,v1,74
F,v2,37
E,v5,24
E,v9,23
F,v4,28
F,v6,37
F,v7,33
F,v3,38
F,v9,30
F,v10,50
G,v1,23
F,v8,39
G,v2,26
G,v4,53
G,v5,28
F,v5,30
G,v7,28
G,v8,20
G,v9,42
G,v10,27
H,v1,42
H,v2,27
H,v3,15
G,v6,45
H,v4,29
H,v6,22
H,v7,26
G,v3,28
H,v5,25
H,v9,24
H,v10,40
I,v2,25
I,v1,18
I,v3,33
I,v5,26
I,v7,22
H,v8,30
I,v6,20
I,v9,20
I,v10,30
I,v8,44
I,v4,46
J,v1,25
J,v3,26
J,v2,35
J,v6,32
J,v5,24
J,v7,32
J,v8,22
J,v10,38
J,v4,42
J,v9,36
K,v1,47
K,v2,54
K,v5,22
K,v3,33
K,v6,27
K,v8,33
K,v7,39
K,v10,55
L,v1,32
K,v9,29
L,v2,23
K,v4,28
L,v3,26
L,v6,35
L,v5,24
L,v7,42
L,v9,19
L,v8,30
M,v1,24
L,v10,31
M,v2,35
M,v4,33
M,v5,20
M,v3,31
M,v6,20
M,v7,32
M,v8,26
M,v10,32
M,v9,38
N,v1,14
N,v2,40
N,v3,58
N,v5,73
N,v6,35
L,v4,29
N,v8,70
N,v7,74
N,v4,40
N,v10,32
O,v2,29
O,v1,24
O,v4,37
O,v5,37
N,v9,31
O,v7,47
O,v3,18
O,v9,28
O,v10,23
O,v8,19
O,v6,34
P,v3,28
P,v2,18
P,v1,21
P,v4,35
P,v7,25
P,v5,24
P,v9,30
P,v10,27
P,v6,30
R,v1,37
P,v8,23
R,v4,26
R,v2,25
R,v6,59
R,v3,50
R,v8,23
R,v9,20
R,v7,34
R,v5,48
R,v10,18
undefined,v1,37
undefined,v4,20
undefined,v2,31
undefined,v5,27
undefined,v7,26
undefined,v6,19
undefined,v9,38
undefined,v8,29
undefined,v10,45
undefined,v1,17
undefined,v2,28
undefined,v3,29
undefined,v3,40
undefined,v6,36
undefined,v5,32
undefined,v4,32
undefined,v7,25
undefined,v8,
