group,variable,value
A,v3,32
A,v2,33
A,v1,38
A,v6,42
A,v4,30
A,v5,35
A,v9,35
A,v7,48
A,v10,35
B,v2,34
A,v8,33
B,v1,80
B,v4,23
B,v3,72
B,v6,27
B,v8,40
B,v9,29
B,v10,40
B,v5,53
B,v7,68
C,v3,22
C,v4,36
C,v2,53
C,v6,24
C,v8,22
C,v5,35
C,v9,29
C,v10,28
C,v7,20
D,v2,84
D,v4,26
D,v1,54
D,v3,53
D,v6,22
C,v1,74
D,v5,36
D,v9,23
D,v10,33
E,v1,40
D,v7,24
D,v8,26
E,v2,27
E,v4,33
E,v6,43
E,v7,28
E,v8,32
E,v3,25
E,v10,22
F,v1,26
F,v2,34
E,v9,22
F,v3,26
F,v4,24
F,v5,30
E,v5,54
F,v6,35
F,v7,28
F,v10,32
F,v9,35
F,v8,42
G,v3,32
G,v4,26
G,v1,27
G,v5,32
G,v2,32
G,v7,23
G,v9,36
G,v10,22
G,v8,54
H,v1,29
G,v6,24
H,v2,28
H,v3,48
H,v4,
