group,variable,value
A,v2,1
A,v3,0
A,v1,3
A,v4,1
A,v7,2
A,v8,1
A,v9,0
A,v10,3
A,v6,2
B,v2,0
B,v1,0
A,v5,0
B,v3,1
B,v6,0
B,v7,0
B,v8,0
B,v4,0
B,v10,0
C,v1,0
C,v2,1
B,v9,1
B,v5,0
C,v5,1
C,v3,1
C,v4,0
C,v7,1
C,v8,0
C,v10,0
C,v6,4
C,v9,1
D,v3,0
D,v4,0
D,v2,0
D,v5,1
D,v7,1
D,v8,0
D,v1,1
D,v10,0
E,v1,0
E,v2,0
D,v9,0
D,v6,0
E,v4,4
E,v6,3
E,v3,2
E,v5,1
E,v9,2
E,v10,0
E,v7,2
F,v2,3
F,v3,4
E,v8,5
F,v4,0
F,v7,0
F,v5,2
F,v6,0
F,v9,11
F,v10,3
F,v8,6
G,v2,1
G,v3,1
F,v1,0
G,v4,4
G,v8,12
G,v7,6
G,v5,3
G,v9,8
G,v10,6
H,v1,3
H,v3,2
G,v6,9
H,v2,0
H,v5,4
H,v4,7
H,v6,2
H,v8,0
H,v10,1
H,v9,0
G,v1,9
I,v2,7
I,v3,7
I,v1,1
H,v7,1
I,v5,2
I,v4,2
I,v7,3
I,v6,0
I,v8,9
I,v10,2
J,v2,2
I,v9,3
J,v4,1
J,v1,3
J,v5,2
J,v7,1
J,v9,0
J,v3,0
J,v10,0
J,v8,1
J,v6,2
K,v2,1
K,v3,0
K,v1,0
K,v4,1
K,v6,0
K,v8,1
K,v9,7
K,v10,2
L,v1,2
K,v5,1
K,v7,8
L,v4,2
L,v2,1
L,v3,6
L,v6,4
L,v7,3
L,v5,7
L,v10,0
L,v9,1
M,v3,4
M,v1,3
M,v4,0
M,v2,0
M,v7,9
L,v8,4
M,v5,8
M,v8,0
M,v9,15
M,v6,2
M,v10,2
N,v3,2
N,v1,2
N,v2,0
N,v4,2
N,v6,
N,v5,8
