group,variable,value
A,v1,35
A,v3,43
A,v2,24
A,v6,17
A,v4,25
A,v5,30
A,v7,22
A,v10,28
B,v1,29
B,v2,39
A,v9,18
A,v8,29
B,v3,34
B,v6,28
B,v7,30
B,v5,27
B,v9,25
B,v10,47
C,v1,36
C,v2,53
B,v4,40
B,v8,40
C,v3,27
C,v6,23
C,v5,37
C,v8,17
C,v9,21
C,v10,38
D,v1,22
D,v4,22
C,v4,45
C,v7,26
D,v2,52
D,v3,29
D,v7,80
D,v6,38
D,v8,55
D,v10,65
D,v5,30
E,v1,23
D,v9,28
E,v4,33
E,v5,22
E,v3,28
E,v7,31
E,v8,35
E,v6,36
E,v10,26
E,v9,25
E,v2,32
F,v2,27
F,v1,46
F,v6,50
F,v3,20
F,v4,27
F,v9,58
F,v7,32
F,v10,40
G,v1,81
G,v2,26
G,v3,48
F,v5,24
G,v4,30
F,v8,33
G,v5,23
G,v9,20
G,v7,22
G,v10,24
H,v1,23
H,v2,29
G,v6,30
G,v8,41
H,v5,28
H,v4,67
H,v3,25
H,v7,20
H,v6,27
H,v10,49
I,v1,36
H,v8,43
H,v9,27
I,v3,48
I,v4,54
I,v5,27
I,v7,30
I,v8,30
I,v6,31
I,v9,18
I,v2,32
J,v1,31
I,v10,29
J,v2,37
J,v3,31
J,v4,24
J,v5,23
J,v8,24
J,v7,31
J,v10,28
J,v6,27
K,v2,27
K,v3,26
K,v1,23
K,v4,25
K,v5,27
K,v6,16
J,v9,26
K,v8,34
K,v9,80
L,v1,20
K,v10,47
L,v2,23
L,v3,27
L,v5,16
L,v4,50
L,v7,72
L,v6,24
L,v10,23
K,v7,66
L,v8,50
M,v1,44
M,v2,43
M,v3,27
M,v5,42
M,v4,39
L,v9,23
M,v7,41
M,v9,24
M,v10,25
M,v8,18
N,v1,31
N,v2,19
N,v4,32
M,v6,18
N,v5,24
N,v6,31
N,v8,41
N,v3,19
N,v10,28
O,v3,46
N,v7,69
O,v2,70
O,v4,27
O,v1,33
O,v5,27
O,v6,29
N,v9,39
O,v8,44
O,v9,26
O,v10,34
O,v7,31
P,v2,20
P,v1,28
P,v4,24
P,v5,25
P,v7,26
P,v3,36
P,v9,25
P,v10,17
P,v8,25
R,v1,23
R,v2,18
R,v3,25
P,v6,72
R,v6,41
R,v4,32
R,v9,30
R,v5,32
R,v10,18
R,v7,27
undefined,v1,37
R,v8,23
undefined,v2,36
undefined,v3,20
undefined,v4,38
undefined,v7,28
undefined,v5,21
undefined,v9,23
undefined,v6,19
undefined,v10,24
undefined,v1,38
undefined,v2,20
undefined,v4,34
undefined,v3,22
undefined,v8,29
undefined,v5,21
undefined,v8,22
undefined,v7,31
undefined,v9,32
undefined,v10,25
undefined,v2,50
undefined,v6,47
undefined,v3,24
undefined,v1,30
undefined,v4,17
undefined,v6,24
undefined,v5,29
undefined,v9,
undefined,v7,40
undefined,v8,21
