group,variable,value
A,v3,22
A,v4,27
A,v7,22
A,v8,34
A,v5,22
A,v10,36
B,v1,33
B,v2,26
A,v9,39
B,v3,27
B,v4,31
B,v6,24
B,v5,38
A,v6,23
B,v9,28
B,v10,23
C,v1,31
C,v2,52
B,v8,30
C,v3,39
C,v4,32
C,v6,37
C,v5,26
C,v8,29
C,v9,29
C,v10,22
B,v7,36
D,v2,22
D,v3,23
D,v1,18
D,v4,30
D,v7,23
D,v6,28
C,v7,49
D,v5,27
D,v10,43
E,v1,27
D,v9,24
D,v8,22
E,v4,44
E,v5,34
E,v2,34
E,v3,22
E,v8,20
E,v6,22
E,v10,33
F,v1,24
F,v2,23
E,v7,22
F,v3,17
F,v4,36
F,v6,33
E,v9,45
F,v7,24
F,v9,33
F,v10,0
F,v5,38
G,v1,31
G,v3,22
G,v4,31
G,v2,16
F,v8,39
G,v6,27
G,v5,39
G,v10,37
G,v9,21
H,v1,34
G,v7,30
H,v2,46
H,v4,37
H,v5,39
G,v8,39
H,v6,50
H,v8,22
H,v9,32
H,v10,28
H,v7,23
I,v2,50
I,v3,25
H,v3,37
I,v4,24
I,v6,39
I,v7,26
I,v5,29
I,v8,59
I,v10,39
J,v1,21
I,v9,28
I,v1,31
J,v3,60
J,v2,54
J,v6,47
J,v4,28
J,v7,61
J,v8,24
J,v10,17
J,v5,22
J,v9,52
K,v1,38
K,v2,43
K,v4,
K,v3,22
