group,variable,value
A,v3,72
A,v5,31
A,v4,78
A,v7,26
A,v6,36
A,v10,28
A,v8,30
B,v2,39
B,v3,27
A,v9,25
B,v4,34
B,v6,20
B,v7,27
B,v5,16
B,v9,22
C,v1,29
B,v10,18
B,v1,29
C,v3,28
C,v4,46
B,v8,21
C,v2,23
C,v7,31
C,v8,25
C,v6,28
C,v10,29
C,v9,29
D,v1,39
D,v3,68
D,v4,22
D,v5,34
D,v6,20
D,v2,26
C,v5,38
D,v9,40
D,v10,34
D,v7,21
E,v2,40
E,v3,23
E,v4,29
E,v5,40
D,v8,54
E,v8,36
E,v6,24
E,v7,78
E,v1,26
E,v10,37
F,v3,81
F,v1,9
E,v9,31
F,v2,25
F,v7,29
F,v6,27
F,v4,34
F,v5,43
G,v1,50
F,v9,29
F,v10,35
G,v3,26
G,v2,51
G,v4,33
G,v6,47
G,v7,40
G,v5,36
G,v8,56
G,v10,36
H,v1,30
G,v9,49
H,v2,26
H,v3,86
H,v5,37
H,v4,32
H,v7,46
F,v8,22
H,v6,40
H,v10,27
H,v9,24
I,v2,41
H,v8,28
I,v4,68
I,v3,41
I,v5,31
I,v6,25
I,v1,55
I,v7,38
I,v8,49
I,v9,40
I,v10,
