group,variable,value
A,v1,1
A,v3,1
A,v4,1
A,v5,1
A,v2,2
A,v6,2
A,v9,0
A,v10,1
B,v1,6
B,v2,1
A,v7,0
B,v3,0
B,v5,0
B,v6,0
A,v8,0
B,v4,0
B,v9,0
C,v1,0
B,v10,0
B,v8,0
C,v3,0
C,v4,0
B,v7,0
C,v5,1
C,v7,3
C,v8,3
C,v6,3
D,v1,5
C,v10,5
C,v9,8
D,v2,5
C,v2,3
D,v5,1
D,v3,4
D,v6,0
D,v4,6
D,v7,0
D,v10,2
E,v1,5
E,v3,3
D,v9,7
D,v8,7
E,v2,4
E,v5,5
E,v7,4
E,v4,4
E,v9,6
F,v1,3
E,v8,2
E,v10,6
F,v2,3
F,v4,6
F,v5,5
F,v6,4
F,v7,4
F,v8,15
F,v3,1
F,v10,1
F,v9,2
G,v1,0
G,v4,1
E,v6,4
G,v5,0
G,v3,1
G,v7,1
G,v8,0
G,v10,1
G,v2,1
H,v1,1
H,v2,1
G,v9,3
H,v3,7
H,v5,2
H,v6,2
H,v4,1
G,v6,1
H,v8,1
H,v9,
H,v7,2
