group,variable,value
A,v1,33
A,v3,54
A,v2,24
A,v5,24
A,v7,34
A,v8,23
A,v4,34
A,v10,21
A,v9,46
B,v2,37
B,v1,22
B,v3,42
B,v5,34
B,v4,34
B,v7,53
B,v6,32
A,v6,25
B,v10,52
C,v1,79
B,v8,22
B,v9,22
C,v4,32
C,v5,40
C,v2,20
C,v6,46
C,v8,43
C,v7,44
C,v10,30
C,v9,26
D,v1,27
D,v3,37
C,v3,34
D,v4,25
D,v6,20
D,v7,29
D,v2,31
D,v9,42
D,v10,46
D,v5,39
E,v1,20
E,v3,51
E,v4,42
E,v2,55
E,v5,38
E,v6,50
E,v7,45
E,v9,31
E,v10,72
F,v1,30
E,v8,33
D,v8,33
F,v5,52
F,v4,51
F,v3,28
F,v7,34
F,v8,25
F,v9,46
F,v10,25
G,v1,39
F,v2,32
G,v3,72
G,v4,26
G,v2,16
G,v5,29
G,v7,43
F,v6,41
G,v6,29
G,v8,37
G,v9,23
G,v10,34
H,v1,
