group,variable,value
A,v2,20
A,v4,35
A,v5,53
A,v3,24
A,v8,36
A,v9,30
A,v6,28
A,v10,38
B,v2,51
A,v7,27
B,v1,80
B,v3,33
B,v4,33
B,v5,44
B,v8,51
B,v9,25
B,v6,36
B,v10,70
C,v1,43
C,v2,38
C,v3,42
B,v7,34
C,v6,38
C,v4,53
C,v5,45
C,v9,49
C,v10,34
C,v8,23
D,v2,28
D,v3,28
C,v7,34
D,v4,32
D,v6,53
D,v7,42
D,v5,30
D,v9,32
D,v10,36
E,v1,33
D,v1,41
D,v8,37
E,v3,32
E,v5,76
E,v6,30
E,v2,26
E,v7,63
E,v9,22
E,v10,6
E,v4,74
F,v1,47
F,v2,39
F,v4,142
F,v3,31
F,v5,31
F,v6,27
F,v8,27
E,v8,32
F,v10,28
G,v2,31
G,v3,32
F,v7,50
F,v9,24
G,v5,20
G,v4,22
G,v1,26
G,v6,29
G,v7,33
G,v8,22
G,v9,
