group,variable,value
A,v1,40
A,v2,33
A,v3,27
A,v4,45
A,v7,33
A,v8,31
A,v5,32
A,v10,19
B,v1,46
B,v2,24
B,v3,48
A,v9,26
B,v5,29
A,v6,16
B,v4,21
B,v8,16
B,v9,38
B,v10,21
C,v1,20
C,v3,52
B,v6,40
B,v7,28
C,v4,25
C,v2,26
C,v8,59
C,v7,21
C,v9,34
C,v10,32
C,v6,21
D,v2,30
D,v3,29
D,v4,22
D,v1,38
C,v5,30
D,v7,37
D,v5,31
D,v9,30
D,v10,50
D,v8,46
E,v1,26
E,v3,29
E,v4,23
E,v2,19
D,v6,35
E,v7,20
E,v8,22
E,v6,23
E,v10,33
E,v5,27
F,v2,30
F,v3,27
F,v1,47
E,v9,37
F,v6,27
F,v7,29
F,v5,20
F,v4,24
F,v10,33
G,v1,24
F,v8,17
G,v3,64
G,v4,27
G,v5,33
F,v9,22
G,v6,37
G,v8,38
G,v2,23
G,v10,25
H,v1,27
G,v7,45
G,v9,22
H,v4,34
H,v6,36
H,v2,28
H,v3,35
H,v8,47
H,v7,37
H,v10,24
I,v1,19
I,v2,45
I,v3,37
H,v5,56
I,v4,27
I,v6,37
I,v5,23
I,v8,50
I,v9,20
I,v10,31
H,v9,55
I,v7,28
J,v2,33
J,v1,38
J,v5,40
J,v3,46
J,v6,38
J,v4,43
J,v9,48
J,v8,40
J,v10,101
K,v1,54
K,v3,28
J,v7,31
K,v4,22
K,v2,27
K,v8,31
K,v5,39
K,v7,26
K,v6,39
K,v10,44
K,v9,36
L,v1,
