group,variable,value
A,v2,0
A,v4,1
A,v5,0
A,v7,0
A,v3,0
A,v10,3
A,v6,0
B,v2,3
B,v1,0
A,v9,1
A,v8,0
B,v6,1
B,v5,0
B,v8,0
B,v3,0
B,v10,0
B,v4,0
C,v1,0
C,v2,1
B,v7,0
C,v4,0
C,v3,1
C,v6,0
C,v7,3
B,v9,0
C,v8,1
C,v10,1
D,v1,0
C,v5,2
C,v9,0
D,v4,0
D,v5,0
D,v7,0
D,v3,1
D,v6,3
D,v2,0
D,v10,3
E,v1,1
D,v8,1
D,v9,1
E,v2,4
E,v5,0
E,v6,1
E,v7,1
E,v8,1
E,v4,2
E,v3,1
E,v10,0
F,v2,0
F,v3,1
F,v1,0
F,v4,1
F,v5,0
E,v9,1
F,v9,6
F,v8,1
F,v10,4
F,v6,0
G,v2,0
G,v1,1
G,v4,2
G,v3,1
G,v6,2
G,v7,0
F,v7,3
G,v5,3
G,v10,1
H,v1,0
H,v2,0
H,v3,1
G,v8,0
G,v9,0
H,v6,4
H,v5,1
H,v8,3
H,v9,2
H,v10,2
H,v4,0
H,v7,7
I,v3,0
I,v5,1
I,v2,0
I,v1,0
I,v6,0
I,v4,0
I,v8,0
I,v7,0
J,v1,1
I,v10,1
I,v9,1
J,v2,1
J,v3,3
J,v5,
J,v4,1
