group,variable,value
A,v1,0
A,v3,1
A,v2,1
A,v4,1
A,v6,0
A,v7,2
A,v9,1
B,v1,4
A,v10,0
B,v2,0
B,v3,2
A,v8,1
B,v4,0
A,v5,4
B,v6,0
B,v9,0
B,v8,0
B,v5,1
B,v10,0
C,v2,0
B,v7,2
C,v3,3
C,v5,0
C,v6,0
C,v1,0
C,v4,1
C,v8,0
C,v10,1
D,v1,2
C,v7,1
D,v2,0
D,v4,0
D,v5,0
C,v9,1
D,v6,2
D,v8,5
D,v3,2
D,v10,1
E,v1,1
E,v2,1
D,v7,1
D,v9,0
E,v5,0
E,v6,0
E,v4,0
E,v8,0
E,v9,0
E,v10,0
F,v2,0
E,v7,1
F,v3,2
F,v1,0
E,v3,0
F,v6,0
F,v5,1
F,v4,0
F,v10,0
F,v9,0
G,v1,0
F,v7,2
F,v8,0
G,v2,0
G,v6,3
G,v5,0
G,v3,1
G,v7,0
G,v9,1
G,v10,4
H,v2,0
G,v4,0
H,v1,4
G,v8,1
H,v6,0
H,v4,2
H,v3,1
H,v5,0
H,v7,1
H,v10,2
H,v9,5
I,v2,3
H,v8,0
I,v3,4
I,v1,6
I,v5,5
I,v4,4
I,v7,0
I,v6,1
I,v8,0
I,v9,3
J,v1,
I,v10,0
