group,variable,value
A,v1,52
A,v4,29
A,v2,32
A,v5,32
A,v3,32
A,v7,46
A,v9,25
B,v1,30
A,v10,27
A,v6,33
B,v3,25
B,v4,21
B,v2,36
B,v5,64
B,v7,34
B,v6,21
A,v8,28
B,v10,27
B,v9,43
C,v2,110
C,v4,32
C,v3,21
C,v1,28
B,v8,26
C,v6,34
C,v8,21
C,v9,22
C,v10,45
C,v7,91
D,v1,52
C,v5,72
D,v4,31
D,v5,21
D,v6,31
D,v2,30
D,v3,26
D,v8,41
D,v10,24
E,v1,66
E,v2,30
D,v9,34
D,v7,18
E,v5,90
E,v6,31
E,v4,39
E,v7,31
E,v9,34
E,v3,19
E,v10,39
F,v2,40
E,v8,20
F,v3,42
F,v5,34
F,v6,38
F,v4,38
F,v1,31
F,v10,26
F,v9,23
F,v7,31
G,v1,26
G,v3,27
G,v4,32
F,v8,24
G,v2,21
G,v7,
G,v6,31
G,v5,22
