group,variable,value
A,v1,1
A,v4,0
A,v2,1
A,v5,0
A,v3,0
A,v7,0
A,v9,0
A,v10,1
A,v8,0
B,v2,0
B,v3,1
B,v1,0
A,v6,0
B,v6,4
B,v5,1
B,v7,0
B,v9,0
B,v4,0
B,v10,0
C,v1,0
C,v2,0
C,v3,2
B,v8,0
C,v4,0
C,v7,0
C,v8,1
C,v5,0
C,v10,0
D,v1,0
D,v2,0
C,v6,0
D,v4,4
D,v5,7
D,v3,9
D,v7,2
D,v6,3
C,v9,2
D,v10,0
E,v1,1
D,v8,0
E,v3,0
D,v9,0
E,v2,1
E,v6,1
E,v7,2
E,v8,1
E,v5,0
E,v10,2
F,v1,0
E,v4,0
F,v2,1
F,v3,2
F,v4,2
E,v9,0
F,v6,1
F,v7,2
F,v9,0
F,v10,0
F,v5,1
G,v2,3
G,v3,2
F,v8,3
G,v1,0
G,v6,0
G,v4,1
G,v5,0
G,v7,0
G,v10,1
H,v1,1
H,v2,1
G,v8,0
H,v3,0
H,v5,1
H,v4,0
H,v6,0
H,v7,2
G,v9,0
H,v10,0
H,v9,3
H,v8,2
I,v4,0
I,v2,0
I,v1,5
I,v6,0
I,v3,0
I,v8,1
I,v7,0
I,v5,1
J,v2,0
J,v3,0
J,v4,0
J,v6,0
J,v5,0
J,v7,0
J,v1,1
I,v9,1
I,v10,2
K,v1,0
J,v10,2
J,v9,3
K,v4,3
K,v5,0
K,v6,0
K,v7,1
K,v8,2
K,v10,0
K,v9,2
L,v1,1
L,v2,1
L,v4,0
K,v2,0
K,v3,0
L,v5,0
L,v3,1
L,v6,0
J,v8,1
L,v8,0
L,v7,1
L,v9,
