group,variable,value
A,v1,2
A,v4,1
A,v3,3
A,v2,6
A,v6,3
A,v8,1
A,v9,2
A,v10,0
B,v2,2
A,v5,3
B,v1,0
B,v3,2
B,v4,4
B,v6,3
A,v7,3
B,v8,8
B,v7,3
B,v10,4
C,v1,1
C,v2,2
B,v5,1
B,v9,5
C,v4,1
C,v5,3
C,v6,0
C,v3,1
C,v8,0
C,v10,2
D,v1,0
D,v3,0
D,v2,0
C,v9,5
C,v7,1
D,v7,0
D,v4,0
D,v8,0
D,v6,0
D,v10,1
D,v9,1
D,v5,3
E,v1,0
E,v4,0
E,v2,0
E,v7,0
E,v6,0
E,v8,2
E,v9,0
E,v10,0
F,v1,0
E,v5,1
F,v2,0
F,v4,6
F,v5,3
F,v3,2
F,v6,5
F,v7,1
F,v9,1
F,v10,0
F,v8,0
E,v3,1
G,v3,1
G,v4,7
G,v1,1
G,v2,0
G,v7,0
G,v8,2
G,v10,3
G,v5,4
G,v9,3
H,v1,2
H,v3,0
G,v6,1
H,v2,2
H,v4,0
H,v6,1
H,v8,2
H,v9,2
H,v10,0
H,v7,1
I,v2,0
I,v3,1
I,v4,3
I,v5,0
H,v5,0
I,v6,3
I,v7,1
I,v1,2
I,v10,3
I,v9,0
J,v1,0
J,v4,2
I,v8,0
J,v2,1
J,v7,3
J,v5,3
J,v3,1
J,v9,5
J,v10,4
K,v1,9
K,v2,0
J,v8,3
J,v6,2
K,v4,4
K,v5,3
K,v3,1
K,v6,3
K,v7,2
L,v1,2
K,v8,8
K,v10,3
L,v3,8
K,v9,4
L,v4,3
L,v2,8
L,v7,5
L,v8,2
L,v5,5
L,v9,6
L,v10,1
M,v2,1
M,v3,0
L,v6,5
M,v1,5
M,v5,0
M,v4,2
M,v6,1
M,v8,1
M,v7,0
N,v1,0
M,v10,3
M,v9,4
N,v3,1
N,v2,0
N,v4,
