group,variable,value
A,v1,27
A,v3,56
A,v2,49
A,v4,21
A,v6,32
A,v5,41
A,v7,17
A,v9,28
A,v10,24
A,v8,37
B,v2,19
B,v3,38
B,v4,29
B,v1,54
B,v5,34
B,v9,27
B,v8,24
B,v10,32
B,v6,27
C,v2,42
C,v4,25
C,v1,21
B,v7,20
C,v6,32
C,v7,28
C,v3,21
C,v5,29
C,v10,39
D,v1,42
D,v2,118
C,v8,40
D,v4,72
D,v5,54
D,v6,47
D,v3,54
C,v9,32
D,v10,36
D,v9,37
E,v1,34
D,v7,59
E,v2,26
E,v4,35
E,v3,31
D,v8,34
E,v8,34
E,v7,50
E,v9,54
E,v10,29
E,v6,26
F,v2,103
F,v4,44
F,v3,50
F,v1,37
F,v5,51
E,v5,30
F,v7,24
F,v6,68
F,v8,30
F,v10,34
G,v1,28
F,v9,28
G,v2,26
G,v5,45
G,v6,26
G,v7,22
G,v4,60
G,v9,29
G,v10,52
H,v2,30
G,v8,37
G,v3,27
H,v1,26
H,v3,39
H,v4,30
H,v6,32
H,v5,38
H,v7,36
H,v8,22
H,v9,
