group,variable,value
A,v1,2
A,v4,2
A,v3,2
A,v5,1
A,v2,8
A,v7,6
A,v9,5
A,v10,1
B,v2,0
A,v6,4
B,v1,2
B,v3,0
B,v5,0
A,v8,7
B,v8,0
B,v7,3
B,v9,0
B,v10,0
C,v1,0
B,v4,4
C,v3,3
C,v4,2
B,v6,2
C,v5,4
C,v8,0
C,v2,1
C,v9,2
C,v10,1
D,v1,0
C,v6,1
D,v3,2
D,v2,1
D,v5,0
D,v6,0
D,v4,0
D,v8,2
D,v7,0
D,v10,1
E,v1,2
D,v9,2
E,v3,4
E,v4,2
E,v5,5
C,v7,1
E,v2,0
E,v6,0
E,v7,2
E,v9,2
E,v10,1
F,v1,0
E,v8,1
F,v3,3
F,v6,1
F,v7,1
F,v4,2
F,v8,6
F,v9,1
F,v10,4
F,v2,7
G,v1,1
G,v2,0
F,v5,2
G,v3,1
G,v5,1
G,v8,0
G,v7,0
G,v9,0
G,v10,1
H,v2,5
G,v4,0
H,v1,3
H,v4,2
H,v6,4
H,v5,2
H,v7,0
H,v3,3
H,v9,8
H,v10,6
H,v8,3
I,v1,2
I,v3,5
G,v6,2
I,v2,4
I,v4,2
I,v5,4
I,v6,1
I,v7,2
I,v8,0
I,v10,
I,v9,2
