group,variable,value
A,v1,41
A,v3,40
A,v2,38
A,v6,25
A,v4,23
A,v5,11
A,v7,34
B,v1,28
A,v10,30
A,v8,23
A,v9,24
B,v4,30
B,v3,23
B,v5,24
B,v2,19
B,v6,22
B,v10,60
B,v9,43
B,v8,18
C,v1,72
C,v2,46
C,v3,39
B,v7,36
C,v4,60
C,v5,23
C,v8,41
C,v7,41
C,v10,40
D,v1,125
D,v2,41
C,v6,30
D,v4,66
C,v9,36
D,v3,31
D,v7,38
D,v8,34
D,v6,29
D,v10,21
E,v1,47
E,v2,43
D,v5,25
D,v9,33
E,v6,25
E,v5,36
E,v4,33
E,v3,35
E,v7,32
E,v10,26
F,v1,56
E,v9,55
F,v2,37
F,v3,43
F,v5,20
F,v6,24
F,v7,31
F,v4,37
E,v8,40
G,v1,52
F,v10,32
F,v9,26
F,v8,38
G,v4,32
G,v2,30
G,v6,49
G,v7,23
G,v3,66
G,v5,20
H,v1,27
G,v10,20
G,v8,35
G,v9,31
H,v4,26
H,v5,37
H,v2,36
H,v3,40
H,v8,69
H,v7,27
H,v10,18
I,v2,47
I,v3,22
I,v1,29
H,v6,53
H,v9,26
I,v4,
