group,variable,value
A,v3,28
A,v5,31
A,v6,35
A,v7,33
A,v9,48
A,v10,35
A,v4,34
B,v1,22
B,v2,51
A,v8,22
B,v4,37
B,v5,32
B,v3,22
B,v6,44
B,v9,31
B,v10,17
B,v8,34
B,v7,26
C,v2,30
C,v3,24
C,v5,34
C,v4,53
C,v6,18
C,v7,18
C,v9,33
C,v10,42
C,v8,30
D,v1,23
D,v2,43
D,v5,24
D,v4,24
D,v3,32
D,v7,21
D,v8,58
D,v6,23
D,v10,66
E,v1,26
E,v2,51
D,v9,49
E,v3,52
E,v5,33
E,v6,26
C,v1,56
E,v8,74
E,v7,32
E,v10,47
E,v4,40
F,v1,23
F,v3,155
F,v4,37
E,v9,23
F,v6,20
F,v7,36
F,v8,29
F,v10,36
F,v5,27
G,v2,28
G,v1,20
F,v2,31
G,v3,28
G,v4,24
F,v9,28
G,v6,36
G,v7,30
G,v5,46
G,v10,46
H,v1,35
H,v2,19
H,v3,51
G,v8,28
H,v4,120
H,v7,37
H,v5,36
G,v9,96
H,v6,31
H,v10,31
I,v1,34
H,v9,27
I,v2,30
I,v4,49
H,v8,24
I,v5,26
I,v3,45
I,v6,26
I,v7,39
I,v8,
