group,variable,value
A,v2,2
A,v5,0
A,v4,2
A,v7,2
A,v6,0
A,v9,0
A,v10,0
A,v3,0
A,v8,0
B,v2,0
B,v1,1
B,v3,2
B,v5,2
B,v7,0
B,v8,1
B,v10,2
B,v6,5
C,v1,1
C,v2,0
C,v3,0
B,v9,2
C,v6,1
C,v5,1
B,v4,0
C,v7,1
C,v9,1
C,v10,0
D,v1,1
D,v2,1
C,v8,0
C,v4,0
D,v4,0
D,v5,0
D,v3,1
D,v9,2
D,v8,1
D,v10,1
E,v1,0
D,v6,0
E,v3,0
E,v4,0
E,v5,0
D,v7,0
E,v6,0
E,v7,1
E,v10,0
E,v2,1
F,v1,0
F,v2,4
F,v4,1
E,v8,0
F,v3,0
F,v5,0
F,v7,1
E,v9,1
F,v6,2
F,v10,1
F,v8,0
G,v2,2
G,v3,1
G,v1,3
F,v9,0
G,v7,3
G,v5,2
G,v8,2
G,v6,0
G,v10,3
G,v9,3
H,v1,2
H,v3,1
H,v2,2
H,v5,1
G,v4,3
H,v7,2
H,v6,0
H,v4,2
H,v9,3
H,v10,1
I,v2,3
I,v3,4
I,v5,4
I,v1,1
I,v4,1
H,v8,4
I,v6,12
I,v7,5
I,v9,0
I,v10,2
J,v2,1
J,v3,0
J,v5,1
I,v8,1
J,v6,2
J,v4,8
J,v8,2
J,v1,2
J,v10,1
K,v1,0
J,v7,1
K,v4,4
K,v2,3
K,v5,1
J,v9,0
K,v3,2
K,v8,
K,v6,7
K,v7,1
