group,variable,value
A,v1,54
A,v2,38
A,v3,33
A,v5,27
A,v7,29
A,v8,33
A,v4,27
A,v10,46
B,v1,54
A,v9,28
B,v4,40
B,v3,57
B,v5,28
B,v2,38
B,v7,56
B,v6,40
B,v9,40
B,v10,33
A,v6,33
C,v1,48
C,v2,49
C,v4,37
C,v5,53
C,v3,26
C,v6,38
C,v8,38
B,v8,24
C,v10,27
C,v7,20
D,v1,146
C,v9,26
D,v2,27
D,v5,32
D,v6,38
D,v3,26
D,v4,31
D,v9,23
D,v10,48
D,v7,33
D,v8,30
E,v3,26
E,v4,39
E,v2,49
E,v5,46
E,v8,32
E,v7,28
E,v9,34
E,v10,41
E,v1,34
F,v1,21
E,v6,26
F,v3,31
F,v5,36
F,v6,33
F,v2,24
F,v4,57
F,v9,36
F,v10,46
F,v7,24
F,v8,22
G,v3,42
G,v4,23
G,v5,36
G,v1,26
G,v6,37
G,v8,38
G,v9,28
G,v10,52
G,v7,43
H,v2,27
H,v3,27
H,v1,53
G,v2,24
H,v6,49
H,v7,24
H,v5,28
H,v4,24
H,v10,19
I,v1,40
H,v8,34
H,v9,33
I,v3,70
I,v5,30
I,v6,59
I,v7,42
I,v2,28
I,v4,16
I,v10,33
I,v8,49
I,v9,37
J,v1,43
J,v2,49
J,v5,34
J,v4,47
J,v7,34
J,v3,56
J,v6,32
J,v10,41
J,v8,37
K,v2,27
K,v1,56
K,v3,34
J,v9,33
K,v6,40
K,v7,40
K,v8,23
K,v4,26
K,v10,30
K,v9,44
L,v1,40
K,v5,48
L,v3,71
L,v2,28
L,v5,34
L,v6,37
L,v4,33
L,v9,39
L,v7,46
L,v10,53
M,v1,26
L,v8,31
M,v3,23
M,v2,30
M,v5,34
M,v4,49
M,v6,65
M,v7,30
M,v10,39
M,v8,34
M,v9,27
N,v1,26
N,v2,42
N,v3,
