group,variable,value
30
A,v4,22
A,v5,42
A,v7,51
A,v9,36
A,v10,34
B,v1,48
A,v8,42
B,v2,55
B,v4,41
B,v5,18
A,v6,35
B,v3,30
B,v8,17
B,v9,20
B,v10,26
B,v7,34
C,v3,80
C,v2,26
C,v1,18
C,v4,50
C,v6,51
C,v7,27
C,v8,20
B,v6,32
C,v10,20
D,v1,34
D,v2,30
D,v3,55
D,v4,24
C,v9,36
D,v6,35
D,v5,53
D,v8,29
D,v7,34
D,v10,23
C,v5,34
E,v2,25
E,v3,36
D,v9,30
E,v1,38
E,v6,19
E,v7,25
E,v5,30
E,v8,24
E,v10,36
F,v1,25
E,v4,37
E,v9,33
F,v4,40
F,v5,29
F,v6,28
F,v2,29
F,v8,38
F,v9,49
F,v10,37
F,v7,30
G,v1,57
G,v3,14
G,v4,63
F,v3,19
G,v2,32
G,v7,33
G,v9,36
G,v6,27
G,v10,31
G,v8,24
H,v3,44
H,v2,52
H,v1,55
G,v5,50
H,v6,60
H,v8,54
H,v4,22
H,v7,30
H,v10,44
I,v1,32
H,v9,54
H,v5,37
I,v3,42
I,v2,37
I,v7,51
I,v8,15
I,v4,33
I,v5,31
I,v10,84
J,v1,35
I,v6,27
I,v9,38
J,v2,30
J,v3,27
J,v4,29
J,v5,
