group,variable,value
A,v1,1
A,v2,2
A,v3,0
A,v4,11
A,v5,7
A,v7,3
A,v9,0
A,v10,1
A,v8,2
A,v6,2
B,v2,0
B,v6,0
B,v5,0
B,v3,1
B,v1,0
B,v8,0
B,v10,1
B,v9,0
B,v7,1
C,v2,2
C,v3,1
C,v4,1
B,v4,4
C,v1,0
C,v7,2
C,v8,2
C,v5,0
C,v10,4
C,v9,4
D,v2,0
D,v3,0
D,v1,0
D,v5,6
D,v6,0
D,v7,0
D,v8,1
D,v9,1
D,v10,0
E,v1,1
E,v2,3
E,v3,0
E,v4,2
C,v6,0
E,v6,0
E,v7,2
E,v9,2
E,v10,0
E,v8,1
E,v5,0
D,v4,0
F,v3,0
F,v2,0
F,v5,1
F,v6,2
F,v7,0
F,v8,1
F,v4,1
F,v10,4
G,v1,0
G,v2,1
F,v1,2
G,v3,0
G,v5,1
G,v6,0
F,v9,3
G,v4,0
G,v7,0
G,v8,0
G,v9,
