group,variable,value
A,v1,42
A,v3,23
A,v2,68
A,v5,20
A,v4,28
A,v8,34
A,v9,48
A,v10,37
B,v1,21
A,v6,40
A,v7,40
B,v4,20
B,v5,26
B,v2,26
B,v6,24
B,v8,40
B,v9,28
B,v10,26
B,v3,26
C,v1,26
C,v3,24
C,v4,23
C,v2,22
C,v6,23
C,v7,23
C,v8,48
C,v5,30
C,v10,39
B,v7,25
C,v9,41
D,v3,22
D,v4,22
D,v1,50
D,v6,31
D,v7,23
D,v5,43
D,v2,70
D,v10,29
E,v1,32
D,v9,52
E,v2,34
E,v4,20
E,v6,24
E,v3,22
E,v7,28
D,v8,30
E,v5,26
E,v10,28
F,v2,24
F,v1,33
F,v3,25
F,v4,33
E,v8,36
F,v5,51
F,v7,36
F,v8,28
F,v6,24
F,v10,50
G,v1,46
E,v9,26
G,v2,37
G,v4,72
F,v9,30
G,v6,37
G,v7,66
G,v5,38
G,v8,19
G,v10,22
H,v1,24
G,v9,25
H,v2,25
G,v3,33
H,v5,31
H,v6,59
H,v3,25
H,v4,27
H,v9,53
I,v1,49
H,v10,33
H,v7,30
I,v2,32
I,v4,32
H,v8,37
I,v3,25
I,v6,46
I,v8,25
I,v9,39
I,v10,20
I,v5,23
I,v7,27
J,v2,23
J,v1,22
J,v4,34
J,v5,27
J,v6,32
J,v7,153
J,v9,42
J,v8,31
J,v10,34
K,v2,51
J,v3,19
K,v3,48
K,v1,54
K,v4,32
K,v6,25
K,v5,22
K,v8,
K,v7,37
