group,variable,value
A,v1,22
A,v2,20
A,v4,24
A,v5,60
A,v7,48
A,v6,26
A,v10,34
B,v1,30
B,v2,20
B,v3,29
A,v9,23
A,v8,25
B,v6,22
B,v5,20
B,v7,26
B,v9,39
B,v10,50
C,v1,47
C,v2,53
C,v3,31
C,v4,25
C,v5,36
C,v6,16
B,v4,40
B,v8,46
C,v7,29
C,v10,26
C,v9,32
C,v8,39
D,v2,33
D,v4,16
D,v1,46
D,v3,40
D,v5,25
D,v7,39
D,v8,38
D,v10,30
D,v6,31
E,v3,22
E,v2,41
E,v1,34
E,v4,32
E,v5,52
E,v7,39
D,v9,32
E,v6,62
E,v10,14
F,v1,21
E,v8,53
F,v2,28
F,v4,33
F,v3,38
F,v5,35
E,v9,56
F,v8,37
F,v9,35
F,v10,24
G,v1,26
G,v2,39
G,v4,26
G,v3,34
G,v5,27
F,v7,40
G,v6,28
G,v9,36
G,v7,39
G,v10,43
G,v8,28
F,v6,36
H,v2,22
H,v1,29
H,v3,
