group,variable,value
A,v1,2
A,v3,3
A,v2,1
A,v4,5
A,v6,2
A,v8,2
A,v9,1
A,v10,0
A,v7,1
B,v2,1
A,v5,0
B,v4,1
B,v1,1
B,v3,0
B,v5,2
B,v7,1
B,v8,2
B,v10,10
C,v1,4
B,v9,4
C,v2,0
C,v4,0
C,v5,0
B,v6,2
C,v7,1
C,v8,2
C,v3,0
C,v10,4
C,v9,5
D,v1,0
D,v2,0
D,v4,1
D,v5,0
D,v6,3
D,v3,0
D,v7,5
D,v9,1
D,v10,1
D,v8,0
E,v1,0
E,v3,0
E,v4,1
E,v2,2
E,v5,4
E,v7,0
E,v8,2
E,v6,4
E,v10,4
E,v9,7
C,v6,0
F,v3,4
F,v4,5
F,v1,1
F,v2,1
F,v7,0
F,v5,1
F,v8,0
F,v10,0
F,v6,2
G,v1,0
G,v4,1
F,v9,0
G,v5,0
G,v6,1
G,v3,0
G,v8,0
G,v9,0
G,v10,0
G,v2,2
H,v1,1
H,v3,2
H,v4,0
H,v2,0
H,v5,1
H,v7,0
H,v9,0
G,v7,5
H,v10,0
H,v8,2
I,v2,1
H,v6,0
I,v4,0
I,v3,7
I,v1,0
I,v5,3
I,v6,0
I,v9,2
I,v7,0
J,v1,2
I,v10,0
J,v4,0
J,v3,0
J,v5,0
I,v8,3
J,v6,1
J,v9,0
J,v2,1
J,v7,1
J,v8,0
J,v10,0
K,v3,0
K,v2,0
K,v5,0
K,v1,1
K,v7,1
K,v6,1
K,v4,1
K,v9,1
K,v10,0
L,v1,1
L,v3,0
K,v8,0
L,v4,2
L,v5,0
L,v2,0
L,v7,0
L,v10,5
L,v9,9
L,v6,4
M,v1,6
M,v2,6
M,v3,4
L,v8,5
M,v4,3
M,v5,0
M,v6,5
M,v7,8
M,v9,
M,v8,0
