group,variable,value
A,v1,32
A,v3,43
A,v2,32
A,v5,25
A,v7,72
A,v6,50
A,v4,27
A,v10,36
A,v9,36
B,v2,60
B,v3,66
B,v1,30
B,v5,37
B,v6,23
B,v7,15
B,v4,30
A,v8,47
B,v10,20
B,v9,20
C,v1,20
C,v3,27
B,v8,35
C,v5,42
C,v6,19
C,v4,28
C,v7,27
C,v2,31
C,v10,30
D,v1,28
D,v2,53
C,v9,20
C,v8,35
D,v5,30
D,v6,40
D,v4,56
D,v7,23
D,v9,14
D,v10,54
E,v1,30
D,v3,26
D,v8,25
E,v4,36
E,v5,37
E,v3,31
E,v6,38
E,v8,36
E,v9,13
E,v10,31
E,v7,35
E,v2,50
F,v3,42
F,v4,42
F,v5,31
F,v2,20
F,v6,55
F,v8,46
F,v7,36
F,v1,32
F,v10,25
G,v2,53
G,v3,35
G,v1,84
F,v9,55
G,v6,31
G,v4,55
G,v5,47
G,v8,31
G,v10,27
H,v1,26
G,v9,25
H,v2,33
H,v4,66
H,v5,37
G,v7,46
H,v6,46
H,v8,53
H,v9,29
H,v10,48
I,v1,32
H,v7,53
H,v3,27
I,v2,38
I,v3,31
I,v4,
