group,variable,value
A,v1,0
A,v3,0
A,v2,0
A,v4,0
A,v5,0
A,v7,1
A,v6,8
A,v8,2
A,v9,1
A,v10,0
B,v1,0
B,v5,0
B,v4,0
B,v6,1
B,v7,0
B,v3,1
B,v9,1
B,v10,1
B,v2,0
C,v2,1
B,v8,1
C,v1,0
C,v3,0
C,v5,0
C,v7,0
C,v8,1
C,v6,0
C,v10,0
C,v4,3
D,v1,8
D,v2,7
D,v4,2
D,v3,2
D,v6,1
C,v9,0
D,v8,0
D,v9,0
D,v10,0
D,v5,0
E,v1,2
D,v7,1
E,v2,0
E,v4,1
E,v6,0
E,v7,1
E,v8,0
E,v9,2
E,v10,4
F,v1,1
E,v3,0
F,v3,0
F,v4,0
E,v5,0
F,v2,1
F,v8,0
F,v6,1
F,v7,2
F,v10,0
G,v1,1
F,v9,0
G,v3,0
G,v4,0
G,v2,0
F,v5,0
G,v7,1
G,v8,1
G,v5,1
G,v6,3
G,v10,1
H,v1,
G,v9,0
