group,variable,value
A,v3,1
A,v4,1
A,v7,2
A,v5,6
A,v9,2
B,v1,9
A,v10,4
B,v2,3
A,v6,7
A,v8,6
B,v4,1
B,v3,4
B,v7,5
B,v5,0
B,v10,6
C,v1,1
B,v8,6
C,v2,7
B,v9,4
B,v6,2
C,v4,1
C,v3,2
C,v5,0
C,v9,2
C,v8,2
C,v10,3
C,v6,0
C,v7,4
D,v2,1
D,v4,3
D,v1,2
D,v3,1
D,v5,4
D,v8,6
D,v9,10
D,v10,2
E,v1,3
D,v7,2
D,v6,2
E,v5,1
E,v2,0
E,v3,1
E,v4,0
E,v7,4
E,v8,4
E,v10,0
F,v1,4
E,v9,1
F,v2,0
F,v4,3
E,v6,2
F,v5,1
F,v3,0
F,v8,1
F,v6,0
F,v10,1
G,v2,0
F,v7,0
G,v1,1
F,v9,3
G,v5,0
G,v7,0
G,v4,0
G,v6,0
G,v8,2
G,v10,1
G,v9,1
G,v3,1
H,v2,2
H,v4,1
H,v5,0
H,v3,0
H,v6,1
H,v7,0
H,v9,2
I,v1,0
H,v10,1
H,v1,1
H,v8,1
I,v3,0
I,v2,0
I,v4,3
I,v5,0
I,v7,1
I,v6,1
I,v10,3
I,v8,3
I,v9,2
J,v2,2
J,v4,3
J,v3,5
J,v1,0
J,v5,2
J,v7,0
J,v9,0
J,v10,0
J,v8,2
J,v6,2
K,v1,0
K,v2,0
K,v5,0
K,v3,1
K,v4,0
K,v6,2
K,v7,0
K,v8,2
K,v9,
