group,variable,value
A,v1,61
A,v2,39
A,v3,35
A,v4,42
A,v5,34
A,v6,26
A,v8,38
A,v10,34
A,v7,26
B,v1,50
A,v9,33
B,v3,37
B,v6,40
B,v5,30
B,v2,39
B,v7,31
B,v8,32
B,v10,36
C,v1,28
C,v2,34
B,v9,29
C,v3,29
B,v4,27
C,v6,32
C,v5,22
C,v7,26
C,v10,65
C,v9,29
D,v1,49
C,v4,29
D,v2,38
D,v4,40
D,v5,32
C,v8,54
D,v6,29
D,v7,22
D,v9,39
D,v10,29
D,v8,52
E,v2,26
E,v4,33
D,v3,31
E,v1,29
E,v6,21
E,v3,25
E,v5,19
E,v9,41
E,v10,138
E,v7,25
F,v1,24
F,v3,34
F,v4,30
E,v8,35
F,v6,56
F,v7,28
F,v8,23
F,v2,19
F,v9,36
F,v10,22
G,v2,26
G,v1,36
F,v5,52
G,v6,25
G,v5,41
G,v3,20
G,v4,19
G,v8,37
G,v10,45
H,v1,28
H,v2,29
G,v7,24
H,v3,23
H,v5,28
H,v6,18
G,v9,76
H,v7,20
H,v9,50
H,v10,30
H,v8,40
I,v1,114
I,v2,26
I,v4,43
H,v4,30
I,v5,36
I,v3,78
I,v7,52
I,v6,22
I,v8,51
I,v9,30
J,v1,18
I,v10,42
J,v4,47
J,v3,33
J,v2,17
J,v5,26
J,v6,46
J,v9,36
J,v7,30
J,v10,36
K,v2,22
K,v3,20
K,v1,20
J,v8,17
K,v6,49
K,v5,25
K,v7,52
K,v4,20
K,v8,30
K,v10,22
K,v9,33
L,v2,43
L,v3,54
L,v4,19
L,v5,36
L,v7,29
L,v6,45
L,v8,20
L,v1,25
M,v1,26
L,v10,21
M,v2,21
M,v3,24
M,v4,48
M,v5,36
L,v9,22
M,v8,24
M,v7,28
M,v10,29
M,v6,50
M,v9,34
N,v1,26
N,v2,31
N,v5,20
N,v3,27
N,v8,35
N,v4,26
N,v7,16
N,v10,49
O,v2,34
N,v9,19
O,v1,19
O,v3,40
N,v6,26
O,v5,24
O,v4,24
O,v6,30
O,v9,
O,v8,22
O,v7,24
