group,variable,value
A,v2,0
A,v5,0
A,v1,0
A,v6,1
B,v1,0
A,v4,0
A,v10,0
A,v8,1
B,v2,4
A,v7,0
A,v9,0
B,v3,1
B,v6,3
B,v8,2
B,v5,0
B,v9,1
B,v10,2
C,v1,2
C,v3,4
B,v7,0
C,v2,1
B,v4,2
C,v6,3
C,v4,3
C,v7,2
C,v5,0
C,v10,2
D,v1,1
D,v3,0
C,v8,0
D,v4,0
D,v5,1
C,v9,0
D,v2,0
D,v8,0
D,v9,0
E,v1,1
D,v10,0
E,v2,1
D,v6,1
D,v7,0
E,v3,0
E,v6,0
E,v4,1
E,v5,0
E,v9,0
E,v10,0
E,v7,0
F,v2,0
F,v1,1
F,v3,0
F,v4,0
F,v6,2
E,v8,1
F,v10,1
F,v8,1
F,v9,2
G,v1,0
F,v5,0
G,v4,0
F,v7,0
G,v5,0
G,v6,0
G,v2,0
G,v8,0
G,v7,2
G,v10,1
G,v3,1
H,v1,1
H,v4,0
H,v5,1
H,v2,0
G,v9,1
H,v7,1
H,v3,0
H,v10,0
H,v9,0
I,v1,1
I,v2,0
H,v8,1
H,v6,0
I,v4,2
I,v3,1
I,v6,1
I,v5,2
I,v9,0
I,v7,0
I,v10,0
J,v1,0
J,v3,1
J,v2,0
J,v4,2
J,v5,0
I,v8,0
J,v7,1
J,v6,1
J,v8,
